,Username,Tweet,Datetime,Number of Followers,Number of Comments,Number of Retweets,Number of Likes
89,MFHoz,"$NFLX, $MSFT, $AAPL

Wall Street rotates into FAANG pushing indices up, while many stocks keep making new lows. 

It is called manipulation.",2021-08-20 19:40:49+00:00,33793,8,23,204
90,AlessioUrban,"MSFT chart updated

spot the financial crisis drop https://t.co/MgaGxzS7YB",2021-08-20 19:40:46+00:00,22139,28,35,280
91,Beth_Kindig,"Cloud software stocks have high expectations going forward which helps explain their high multiples. 
Here's a snapshot:

$NET $OKTA $VEEV $NOW $DT $PLAN $RNG $MSFT $WDAY $SPLK $CRM $ORCL $AKAM $VMW $KC $HPE https://t.co/2WQOYGLlnJ",2021-08-20 16:32:40+00:00,99084,11,57,241
92,tomwarren,Microsoft ($MSFT) is trading at $300 for the first time ever https://t.co/26ozq9vJEZ,2021-08-20 15:57:17+00:00,175401,29,100,1381
93,FIuidIy,This is how it’s felt recently $Msft $Aapl $Spy https://t.co/ciTC0kOWmc,2021-08-20 15:23:30+00:00,1129,9,36,411
94,Investingcom,"*MICROSOFT STOCK TRADES ABOVE $300 FOR THE FIRST TIME IN HISTORY

$MSFT 🚀 https://t.co/rchTP4YHWP",2021-08-20 14:56:22+00:00,599465,13,99,461
95,HyenukChu,"Ejemplo típico de ayer de Engulfing fue $MSFT, demasiado importante para no seguirlo.

Hoy gap up y continuación (GUC)

Para textbook 📗 https://t.co/9l9FZcig3g",2021-08-20 14:37:34+00:00,32960,8,11,207
96,carlquintanilla,"What. A. Beast.

$MSFT https://t.co/qF0Ve6UMK5",2021-08-20 13:58:12+00:00,316041,44,45,507
97,RitzCapital,"8/19のMad moneyをまとめました。
価格決定力のある企業の株が今はオススメと語っています。
$AMZN $MSFT $AAPL $COST $NFLX

Lightning round
$ASO $POSH $AI $SE $WISH https://t.co/skpm6Xt2r1",2021-08-20 11:51:55+00:00,6289,0,33,270
98,NlCKStocks,"Scariest chart I've ever seen in my life. $MSFT monthly 
https://t.co/mwXGdPZ7va",2021-08-19 21:07:21+00:00,21054,39,16,217
99,cstewartcfa,"$MSFT is crushing cash, can they keep it up? What's this cash machine worth? A 10 Year Look at FCFE  #investing #Microsoft  #stocks #money #cashflow @barronsonline @jackhough @evan_lorenz 

https://t.co/5pNr34YpWc",2021-08-18 23:58:09+00:00,1115,0,6,342
100,cinnamon_msft,"Me: Can we go to the aquarium?

Mom: No, we have an aquarium at home.

Aquarium at home: https://t.co/m292jz9Ihm",2021-08-18 23:40:46+00:00,17930,10,36,428
101,EconomyApp,"Top 5 Holdings of 20 of the best funds (June 2021).

Recurring themes:

Big tech $AMZN $FB $GOOG $MSFT $TSLA
Digital payments $MA $PYPL $SQ $V
Global e-commerce $JD  $PDD $SE $SHOP
Living with COVID $MRNA $PTON https://t.co/xzQ1sLrDv0",2021-08-18 15:40:16+00:00,4966,7,65,302
102,cadeinvests,"Top 10 S&amp;P 500 stocks.

1 $AAPL      - Apple
2 $MSFT     - Microsoft 
3 $AMZN    - Amazon
4 $FB          - Facebook
5 $GOOGL - Alphabet A
6 $GOOG   - Alphabet C
7 $TSLA      - Tesla
8 $BRK.B   - Berkshire
9 $NVDA    - Nvidia
10 $JPM     - JPMorgan

The worlds greatest companies.",2021-08-18 12:50:06+00:00,10106,39,116,618
103,cinnamon_msft,You can create a Git Bash profile automatically in Windows Terminal during Git setup! 😍😍😍 https://t.co/2JI9IiTEhB,2021-08-17 21:14:07+00:00,17930,10,64,530
104,Beth_Kindig,"Cloud software is set to report in the coming weeks.

Aggregate Capex at $MSFT $AMZN and $GOOGL is up 49% YoY, a sign that cloud is still in hyper growth. https://t.co/U4lIqXIgCl",2021-08-17 19:48:47+00:00,99085,12,33,235
105,charliebilello,"Last 6 months...

Facebook $FB: +33%
Google $GOOGL: +30%
Microsoft $MSFT: +20%
Apple $AAPL: +16%
Nasdaq 100 $QQQ: +10%
Amazon $AMZN: -1%
-
Alibaba $BABA: -34%
https://t.co/66SLmzdMhn $JD: -39%
Tencent $TCEHY: -42%
Meituan $MPNGF: -52%
Baidu $BIDU: -53%
China Internet $KWEB: -56%",2021-08-17 14:49:29+00:00,311986,9,104,312
106,LMT978,"Druckenmiller Top 25:

Heavy in mega cap growth $MSFT $AMZN $GOOGL $FB https://t.co/TmherA0LwI",2021-08-16 19:39:55+00:00,67936,11,26,226
107,EliteOptions2,"Elite Options Watchlist 💡

$AAPL 8/27 152.5C over 150 | Target 🎯: 156 | Stop loss: 148
$TSLA 8/20 750C over 729 | Target 🎯: 752 | Stop loss: 721
$NVAX 8/20 285C over 263 | Target 🎯: 285 | Stop loss: 256
$MSFT 8/20 295C over 290 | Target 🎯: 296 | Stop loss: 288",2021-08-16 00:00:08+00:00,82108,9,57,377
108,ChrisJBakke,"I set a goal in 2021 to invest in at least 3 billion dollar companies.

I hit that goal.

Here’s how:

▫️spent 1,000 hours attracting deal flow

▫️spent 100 hours reviewing angel pitches

▫️spent $3m writing 30 $100k seed checks

▫️gave up

▫️bought FB, GOOG, and MSFT stock",2021-08-15 17:27:28+00:00,50284,9,9,276
109,vincent13031925,"10 Years Total Returns:

$TSLA: +13,895%
$AMZN: +1,561%
$MSFT: +1,334%
$AAPL: +1,193%
$GOOGL: +872%
$QQQ: +664%
$SPY: +360%",2021-08-15 11:49:13+00:00,123664,73,181,1636
110,charliebilello,"Q2 Revenue Growth (YoY %)
Moderna $MRNA: +6400%
Coinbase $COIN: +1042%
Tesla $TSLA: +98%
Google $GOOGL: +62%
Shopify $SHOP: +57%
Facebook $FB: +56%
Disney $DIS: +45%
Apple $AAPL: +36%
Amazon $AMZN: +27%
S&amp;P 500 $SPY: +21%
Microsoft $MSFT: +21%
Netflix $NFLX: +19%
Clorox $CLX: -9%",2021-08-13 20:52:26+00:00,311987,60,315,1399
111,msft_fml,God I wish the majority of vocals on Splice wasn't that cringe,2021-08-13 17:09:16+00:00,2697,12,6,265
112,KeepLifeInCheck,"My Top Holdings (stocks)

1. $AAPL - 62.29 shares
2. $CRWD - 29 shares
3. $VIAC - 45.5 shares 
4. $MCD - 7.2 shares
5. $PYPL - 6 shares 
6. $NFLX - 3 shares 
7. $MSFT - 5.04 shares 
8. $DIS - 8 shares 
9. $PINS - 22 shares 
10. $ABNB - 8 shares 

*Not investing advice*",2021-08-13 13:30:00+00:00,1317,25,22,246
113,LURIE_MSFT,"*In a #MicrosoftTeams meeting

*check to make sure I'm muted
Eat chip

*check to make sure I'm still muted
Eat chip

*check to make sure I'm still muted
Eat chip

Repeat till they're gone.",2021-08-12 20:30:58+00:00,1244,21,66,449
114,HeroDividend,"You can find dividend stocks in many different sectors💰

Tech💰
$AVGO
$TXN
$MSFT
$CSCO

Industrials💰
$CAT
$HON
$BA
$MMM

Retail💰
$WMT
$TGT
$COST
$HD

Healthcare💰
$PFE
$JNJ
$MRK
$ABBV

Telecom💰
$T
$VZ
$CCI
$AMT",2021-08-12 15:57:03+00:00,31705,7,44,247
115,charliebilello,"Price/Sales Ratio, Aug 2011
Tesla $TSLA: 13.8x
Google $GOOGL: 5.5x
Apple $AAPL: 3.4x
Microsoft $MSFT: 3.1x
Amazon $AMZN: 2.1x

Price/Sales Ratio, Aug 2021
Tesla $TSLA: 19.3x
Microsoft $MSFT: 13.1x
Google $GOOGL: 9.1x
Apple $AAPL: 7.3x
Amazon $AMZN: 3.8x

Data via @ycharts",2021-08-12 15:55:38+00:00,311988,14,39,204
116,charliebilello,"Price/Sales Ratio...
Snowflake $SNOW: 102x
Shopify $SHOP: 49x
Tesla $TSLA: 19x
PayPal $PYPL: 13.8x
Microsoft $MSFT: 13.1x
Twitter $TWTR: 12.1x
Salesforce $CRM: 10.3x
Facebook $FB: 9.9x
Google $GOOGL: 9.1x
Netflix $NFLX: 8.4x
Apple $AAPL: 7.3x
Amazon $AMZN: 3.8x
S&amp;P 500 $SPY: 3.2x",2021-08-12 15:49:01+00:00,311988,65,204,1066
117,charliebilello,"Total Returns, last 10 Years...
Bitcoin $BTC: +466,848%
Tesla $TSLA: +13,895%
Amazon $AMZN: +1,561%
Microsoft $MSFT: +1,334%
Apple $AAPL: +1,193%
Google $GOOGL: +872%
Nasdaq 100 $QQQ: +664%
S&amp;P 500 $SPY: +360%
REITs $VNQ: +189%
Bonds $AGG: +36%
Cash $BIL: +5%
Gold $GLD: -4%",2021-08-12 15:01:40+00:00,311988,113,524,1861
118,PeterLBrandt,"Wildly volatile price behavior at one phase in a market's history can appear as insignificant ripples when viewed through the lens of a longer history. $MSFT

Will the same phenomenon be true for many cryptos? $ADA $ETH $BTC https://t.co/3PlpOzfU85",2021-08-11 13:22:12+00:00,571178,126,213,1391
119,saxena_puru,"This idea first floated around in February, but got a research note today which confirmed that LinkedIn is planning to launch gig marketplace in September 2021.  

Capitalism is brutal! 

$MSFT $FVRR $UPWK https://t.co/Sgy2aWCfco",2021-08-11 05:15:45+00:00,221715,39,37,407
120,1charts6,COIN NET CVNA SNAP SWCH SPT SQ SE DOCU CRWD SNOW DXCM HUBS NVDA DDOG ZI ASAN CLF SEDG STAA UPST WISH FUBO TWLO SHOP U GOOG MSFT,2021-08-10 01:05:26+00:00,39331,12,23,313
121,PandaOptions,"Pandas Weekly Watchlist 🐼

$GS 410c over 400, 365p under 371.65
$MSFT 295c over 290.15, 280p under 283.89
$MU 84c over 83.14, 70p under 71.50
$UPST 145c over 140, 105p under 107
$CRM 255c over 253.50, 230p under 234
$SPCE 35c over 34.30, 27p under 28.80",2021-08-08 21:52:45+00:00,33136,11,40,264
122,techlazy_msft,"Vaccination in the future
CC CurieuxExplorer #Robotics  #AI #ArtificialIntelligence #Automation #100DaysOfCode #MachineLearning #CodeNewbie #100DaysOfMLCode #WomenWhoCode #VegaLMS
📽 via EasternStyle1 https://t.co/3K5EfdIuWw",2021-08-07 11:30:01+00:00,1511,19,131,203
123,PythiaR,"In addition to my PA which I post quarterly, I also have a second portfolio I manage for my 2 brothers. Figured I'd give you some insights into that as well. 

$TDG $GFL $MSFT $BAM $CSU.TO $INFO $CHTR $MA $FB $TMO $ROP $V $SHW $CGNX $BSX $ADSK $GRT.UN $NOW $MTCH $IAC $TOI.TO https://t.co/qH4jvtpjUW",2021-08-07 03:51:11+00:00,29352,20,12,240
124,YasLovesTech,"決算の良いグロース並べておきますね

$SNAP $GOOGL $ZI $SQ $MELI $EXPI $INMD $HUBS $MGNI $DDOG $LSPD ( △ $TSLA $MSFT  )",2021-08-06 13:10:11+00:00,49521,7,44,457
125,rensole,"So remember that multi year partnership @Microsoft has with @GameStop ? just came across this video going over the fact that MSFT doesn't see playstation as it's competition but rather @Google and @amazon 
And who will become the new AMAZ? that's right #GME",2021-08-05 11:22:34+00:00,48708,21,23,555
126,DividendInvestz,"My Top 5 Stocks:

Vanguard $VTI - Market Index Fund - 12.5 shares
📈

Vanguard $VYM - High Div Yield Stocks - 12.5 shares
📈

Tesla $TSLA - Electric Vehicles - 1.8 shares
🚗

Microsoft $MSFT - Laptops &amp; Software- 3.1 shares
💻

Apple $AAPL - Phone, Watch, Laptops - 4.5 shares
📱",2021-08-04 01:22:47+00:00,788,24,33,203
127,Investingcom,"*MICROSOFT TO REQUIRE PROOF OF VACCINATION FOR All EMPLOYEES, VENDORS, GUESTS ENTERING COMPANY FACILITIES IN U.S.

$MSFT",2021-08-03 15:58:01+00:00,599478,10,42,214
128,DeItaone,"*Microsoft to Require Proof of Vaccination for All Employees, Vendors, Guests Entering Company Facilities in U.S., Company Says
$MSFT",2021-08-03 15:16:42+00:00,383198,32,69,307
129,StockMKTNewz,"Which would you choose to hold for the next 5 years?

A)
Apple $AAPL
Facebook $FB
Bitcoin $BTC
Moderna $MRNA

B)
Microsoft $MSFT
Tesla $TSLA
Disney $DIS
Shopify $SHOP

C)
Google $GOOGL
Walmart $WMT
Ethereum $ETH
PayPal $PYPL

D)
Amazon $AMZN
Nvidia $NVDA
Square $SQ
Palantir $PLTR",2021-08-03 02:36:47+00:00,117594,515,87,556
130,Dividend_Dollar,"You can build a portfolio that pays you dividends EVERY month

Owning these stocks would pay you EVERY month
$O
$STAG

Or you can own these stock to earn a monthly dividend

Jan/Apr/July/Oct - $PM $MO $CSCO

Feb/May/Aug/Nov - $LOW $SBUX $AAPL

Mar/Jun/Sep/Dec - $HD $MCD $MSFT",2021-08-01 20:10:08+00:00,29591,18,92,442
131,jicchamatome,"👴注目企業 好決算を出した銘柄一覧
$AMD $GOOG $AAPL $MSFT $FB $SBUX $UPS $TSLA $TWTR $SNAP $UAL $DAL $KO $JNJ $IBM $MS $BLK $C $JPM $GS $PEP $LEVI $V $CAKE $HA $MXIM $CDNS $PFE $BA $MCD $QCOM $LRCX $ALGN *良い決算とは、EPS, 売上高, 会社側ガイダンスの全てが市場予想を上回ること",2021-08-01 09:30:00+00:00,107007,7,67,681
132,Dividend_Dollar,"Here are 20 of my FAVORITE dividend stocks

$JNJ
$ABBV
$AAPL
$MSFT
$MO
$WMT
$HD
$LOW
$TSCO
$MCD
$SBUX
$NKE
$QCOM
$AVGO
$MA
$V
$BMY
$CVS
$MMM
$HON
$DE
$RTX
$LMT
$GD
$O
$STOR
$PSA
$IRM
$SPG
$COST

Can you tell it is HARD to pick a favorite?",2021-07-31 14:01:00+00:00,29591,33,72,481
133,charliebilello,"The combined revenue of the 4 largest US companies hit a record $1.15 trillion over last 12 months...
Apple $AAPL: $347 billion
Microsoft $MSFT: $168 billion
Google $GOOGL: $197 billion
Amazon $AMZN: $443 billion

That's larger than the GDP of all but 14 countries.",2021-07-31 13:28:37+00:00,311985,34,233,689
134,GarethSoloway,"Investors are on crack if they think $AMZN, $MSFT $GOOGL $FB $AAPL can grow at 20% or more year over year forever. 35 P/E ratios will become 15 P/E ratios. With their weighting, the indexes are in major trouble. $AMZN $FB may have finally tipped the scales to start this process.",2021-07-30 15:05:56+00:00,42580,23,27,243
135,AlexaStockHodlr,"$PLTR earnings will be INSANE

$IBM, $MSFT, worked with PLTR. 
Pay Attention.",2021-07-30 14:25:19+00:00,254,30,32,369
136,hidejiromoney,"GAFAM-T：決算クリア（◎）／ミス（×） 

$GOOGL $GOOG
・売上：◎
・EPS：◎
$AAPL
・売上：◎
・EPS：◎
$FB 
・売上：◎
・EPS：◎
$AMZN 
・売上：×
・EPS：◎
・ガイダンス：×
$MSFT
・売上：◎
・EPS：◎
・ガイダンス：◎
$TSLA
・売上：◎
・EPS：◎

アマゾン、おま...（笑） https://t.co/bkKZ5d9hZi",2021-07-30 01:28:53+00:00,10972,3,28,208
137,LMT978,"$AMZN pulling back after ER. After Q1, $AAPL, $AMZN, $FB, $MSFT all pulled back 8-10% before they all made a strong move to new highs. Investor/trader time frame is key. I’m long $AMZN.",2021-07-29 23:51:23+00:00,67936,11,14,237
138,charliebilello,"Q2 Revenue Growth, YoY % Change...
Tesla $TSLA: +98%
Google $GOOGL: +62%
Facebook $FB: +56%
Apple $AAPL: +36%
Amazon $AMZN: +27%
Microsoft $MSFT: +21%
Netflix $NFLX: +19%
S&amp;P 500 $SPY: +15%",2021-07-29 20:42:41+00:00,311984,59,398,1825
139,JohnStCapital,"0/ Coming to the tail end of a big earnings week w/ $AAPL $AMZN $FB $GOOG $MSFT $V $MA $PYPL $SHOP $FISV $SPOT all reporting. A lot of insights on economic recovery, eCommerce, advertising, SMB optimism, payments, digitization of cash, BNPL, creator economy, streaming &amp; more",2021-07-29 13:30:39+00:00,35252,14,37,207
140,cadeinvests,"$MSFT is in every office.

$MCD is in every city.

$PG is in every home.

$V is in every wallet.

If you want stock ideas…

Just look around.",2021-07-29 12:36:01+00:00,10107,17,57,327
141,cinnamon_msft,Pretty sure the Flow theme in #Windows11 was made for me 💕 #WindowsInsiders https://t.co/wyX1A0qQxr,2021-07-28 18:10:56+00:00,17930,25,14,521
142,HeroDividend,"💰10 Dividend Growth Stocks💰

$V 💳
$HD 👷🏻‍♂️
$WM ♻️
$NEE ⚡️
$JNJ 💊
$MMM 😷
$MSCI 📈
$CTAS  🧯
$SBUX ☕️
$MSFT  ☁️",2021-07-28 12:27:07+00:00,31709,10,34,234
143,Investingcom,$GOOGL $AAPL $MSFT $AMD https://t.co/ggPo3wELaH,2021-07-28 10:45:00+00:00,599479,3,56,216
144,jimcramer,"If you sell $SBUX, $MSFT, $AAPL or $GOOGL, or $AMD tomorrow you are selling it because you fear Delta... Ask is that right?? If you say ""yes,"" by all means go...",2021-07-28 02:53:02+00:00,1751840,460,80,1045
145,heydave7,Highly recommend the book Genius Makers by @CadeMetz.  Fascinating stories of the cut-throat competition for AI talent over the past 10 years between $GOOG $FB $MSFT $BIDU. Will likely only grow more intense this decade. https://t.co/Bpk5JlC0QP,2021-07-28 00:54:57+00:00,105939,10,34,278
146,LiebermanAustin,"$AAPL, $GOOG, $MSFT, and $FB are some of the best businesses the world may ever see. What a time to be alive. 

That’s the tweet.",2021-07-27 22:54:55+00:00,32582,31,41,589
147,jimcramer,"$AMD, $MSFT, $AAPL,$ SBUX, GOOGL are all trading down. ask yourself is that's because they were bad or because we suddenly got very negative and are going to stay that way for a bit!",2021-07-27 21:54:17+00:00,1751840,244,44,593
148,LMT978,"$AAPL put $21B on the bottom line. $GOOGL $18B, $MSFT $16B...for one quarter. Cash generating machines. $FB $AMZN up next. $QQQ",2021-07-27 21:21:55+00:00,67936,6,41,329
149,EconomPic,"Looks like $GOOGL earned $92 and $MSFT earned $8 (EPS) the last 4 quarters (which if used as the denominator for March 2020 lows would be P/Es of ~11x and ~17x).

If you’re using CAPE to value US equity markets, you’re betting these earnings will fall 60%+ permanently.",2021-07-27 21:00:29+00:00,32244,13,20,242
150,Investingcom,"⚠️BREAKING:

*MICROSOFT TOPS $60 BILLION IN ANNUAL EARNINGS FOR THE FIRST TIME

$MSFT",2021-07-27 20:45:25+00:00,599480,7,77,340
151,mattjbrown,"$MSFT Xbox FY21 Q4 earnings

- Gaming revenue up 11%
- Xbox content and services revenue down 4% YoY, reflecting record quarter in FY20 due to COVID
- Xbox hardware revenue grew 172% driven by Xbox Series X|S",2021-07-27 20:10:52+00:00,2353,7,49,318
152,CNBCnow,EARNINGS: Microsoft Q4 EPS $2.17 vs. $1.92 Est.; Q4 Revs. $46.15B vs. $44.24B Est. • $MSFT https://t.co/EaBbFFVEGB https://t.co/0mcZ2zPETd,2021-07-27 20:07:10+00:00,699137,15,137,333
153,TradingThomas3,25% of QQQ reporting tonight? popcorns ready? this is better than the Olympics. $QQQ $AAPL $GOOGL $MSFT,2021-07-27 19:00:11+00:00,23049,17,33,267
154,cvpayne,"Markets the rest of the show
Fed Preview
Earnings Preview
$AAPL
$MSFT
$GOOG
$V
$SBUX
When Does the Selling Stop
Buy the Dip 
Be Cool &amp; Make Money",2021-07-27 18:46:58+00:00,663587,15,24,233
155,BigggDadyy,"◆米株
思っていたよりも早くに今朝の議論の答えは出て米株は下落。中国株懸念もあるが、決算発表したTSLA、決算発表を控えるAMZN MSFT AAPL GOOGLなども大幅安。",2021-07-27 15:42:04+00:00,39818,2,56,410
156,HeroDividend,"💰10 Dividend Growth Stocks💰

$MA 💳
$DG 💰
$WM ♻️
$IBM 🔵
$NEE ⚡️
$LOW 👷🏻‍♂️
$MSCI 📈
$ABBV 💊
$MSFT  ☁️
$AVGO 🏙",2021-07-27 12:23:55+00:00,31709,19,58,328
157,eToroEsp,"Las grandes tecnológicas de Wall Street llegan a la temporada de ganancias con las expectativas más altas de la historia 🔥

¿Principales protagonistas de hoy? 👇

$AAPL (Apple)
$MSFT (Microsoft)
$GOOGL (Alphabet Inc)",2021-07-27 12:16:18+00:00,19141,4,5,299
158,freshjiva,"Updated $TSLA cash ROIC. We are now firmly in the league of $AMZN, $NVDA and even $MSFT. And it's only the beginning. https://t.co/N2cYIx2SzA",2021-07-26 22:11:21+00:00,12442,9,58,363
159,Dividend_Dollar,"Invest in what you KNOW &amp; UNDERSTAND

📦 $AMZN $SHOP
🏦 $SQ
🏡 $RDFN $Z
🎮 $SE
⚡️ $TSLA $NIO
💻 $MSFT
⛽️ $XOM $CVX
🥤 $KO $PEP
🚬 $PM $MO
🕵️ $CRWD
👟 $NKE
👜 $SPG
🐶 $CHWY
🐭 $DIS
🍎 $AAPL
🍕 $DPZ
☕️ $SBUX
🏈 $DKNG
🎯 $TGT
🚗 $GM $F $LCID
✈️ $LUV
💻 $GOOGL $TTD
☎️ $T
🛠️ $HD $LOW",2021-07-26 14:30:00+00:00,29591,9,53,252
160,CarterBWorth,"It’s going to be exciting.

The 5 largest stocks w/ a combined mkt cap of $9.4 trillion (24% of the $SPX) report EPS this week.

This has only happened 5 times in their joint history. In the week in question, the mkt has been lackluster, each time.

$AAPL $MSFT $AMZN $GOOGL $FB https://t.co/lP7kfo1nNW",2021-07-26 13:21:42+00:00,39597,16,85,310
161,rhemrajani9,"What 🧺 would you take ? Set and forget for 5 years 

A) $BEAM $SE $AMZN $FVRR
B) $NTLA $SQ $MSFT $TWLO 
C) $CRSP $SHOP $AAPL $ABNB
D) $ARKG $PINS $NVDA $NET
 
Or create your own... #stocks #investing #longterm",2021-07-25 19:38:56+00:00,5143,154,25,268
162,gee_MSFT,i really miss my girlfriend 🥺💔 https://t.co/Euo8FQzuuW,2021-07-25 17:46:16+00:00,4079,18,216,4678
163,jicchamatome,"👴ビデオサマリー(7/25)
- 来週注目の決算発表: $TSLA $AAPL $MSFT $AMZN $GOOG $FB - 全部いい決算だと思う
- 決算: 今期も絶好調、SP500企業の24％くらいは決算発表終了、そのうち88％がEPSで予想を上回ってる
- 今後の相場: 9月10月はかなり荒れると思う",2021-07-25 12:54:18+00:00,107007,1,55,670
164,gityamatome,"【速報まとめ】2021/7/25 じっちゃまLive

👴「今週発表される重要な決算について」

コンセンサス予想

7/26（月）引け後 
$TSLA :EPS98￠、売上114億ドル

7/27（火）引け後
$GOOG :EPS19.15ドル、売上高560.5億ドル
$AAPL :EPS1.01ドル、売上高734.4億ドル
$MSFT:EPS1.92ドル、売上高443億ドル",2021-07-25 09:31:49+00:00,49953,2,15,251
165,JesseCohenInv,"💥BIG EARNINGS WEEK AHEAD 👀👀

*Monday: $TSLA
*Tuesday: $AAPL $MSFT $GOOGL $AMD $V $SBUX $UPS
*Wednesday: $FB $SHOP $PYPL $MCD $BA $PFE $F $QCOM
*Thursday: $AMZN $PINS $MA $TWLO
*Friday: $CAT $XOM $CVX $PG $CL

$DIA $SPY $QQQ $IWM $VIX https://t.co/m3ypR7rv8k",2021-07-24 18:39:15+00:00,33306,20,143,478
166,reciknows,"#earnings next week 👀👀
 
$TSLA $GE $AAPL $AMD $MSFT $GOOG $V $ENPH $QS $BA $SHOP $TLRY $SPOT $FB $F $PYPL $QCOM $AMZN $PINS $TWLO $PG $CVX https://t.co/Bcmwgi1AT4",2021-07-24 18:08:25+00:00,17338,14,53,255
167,OMillionaires,"Some implied moves for #earnings next week(1of3):

$TSLA 7.3%
$AAPL 4.2%
$AMZN 4.5%
$MSFT 3.2%
$GOOGL 4.3%
$FB 5.7%
$TDOC 8.0%
$SBUX 4.0%
$V 3.3%
$AMD 6.6%
$SHOP 7.1%
$BA 4.1%
$SPOT 7.4%
$MCD 2.8%
$PYPL 5.5%
$NOW 6.0%
$ALGN 7.8%
$OSTK 12.3%
$PINS 12.1%
$TWLO 8.6%",2021-07-24 13:41:23+00:00,105646,12,65,329
168,Benzinga,"🚨 Upcoming Earnings Report - Week of July 26th 🚨

What positions are you holding?!

$AMZN $AAPL $XOM $GOOG $MSFT $FB $F $UPS $PFE $PG $GE $BA $BUD $CAT $MRK $BG $BMY $TSLA $QCOM $AZN $SBUX $ASX $AMD $ABEV $MCD $CS $DB $BCS $V $MA $MMM $CVX $CMCSA $LMT $MDLZ $YUM $TEVA $SPY $QQQ https://t.co/kV9xNlU0ey",2021-07-24 03:01:13+00:00,198441,47,114,288
169,garyblack00,"The Big 6 (FAATAM) all report earnings next week:

1/ $AAPL $2.48T +12%YTD TUE
2/ $MSFT $2.18T +30%YTD TUE
3/ $AMZN $1.84T +12%YTD THU
4/ $GOOG $1.82T +52%YTD TUE
5/ $FB $1.05T +35%YTD WED
6/ $TSLA $620B -9%YTD MON

FYI… $BRK has taken over the #6 market cap from TSLA at $637B",2021-07-23 21:48:45+00:00,85541,38,47,434
170,RamBhupatiraju,"My history with #FAANMGN and the investing lessons they taught me.

$FB $AAPL $AMZN $NFLX $MSFT $GOOG $NVDA

Sharing with some FinTwit friends @TMFJMo @BrianFeroldi @saxena_puru @FromValue @dhaval_kotecha @richard_chu97 @7Innovator @LiviamCapital @investing_city @BahamaBen9 https://t.co/dntjAzFOcW",2021-07-23 17:54:26+00:00,40192,28,93,627
171,Dividend_Dollar,"Dividends are a great way to build wealth. They come in all different shapes and sizes

They can offer growth or income, dividend growth, or all of the above

$O
$AVGO
$ABBV
$HD
$MO
$V
$MCD
$AAPL
$MSFT
$JNJ

10 GREAT dividend paying stocks",2021-07-23 13:41:00+00:00,29591,16,32,215
172,PBJellyGames,"(6/x) EXAMPLE 1. PRE SLTs
- AMC MOASS HAPPENS
- HFs need to cover
- HFs sell billions worth of Long Positions in TESLA, MSFT AMZN
- TESLA, MSFT, AMZN all begin to crash, as does SNP500 and many indexes.
- Market gets scared and people all start to sell.
- APES WIN MARKET LOSES",2021-07-23 06:29:37+00:00,26569,3,40,301
173,rachels_44,"Some company Earnings for next week 📈📊

$TSLA - 7/26
$GOOGL - 7/27
$AAPL - 7/27
$MSFT - 7/27
$SBUX - 7/27
$AMD - 7/27
$TDOC - 7/27
$FB - 7/28
$PYPL - 7/28
$QCOM - 7/28
$SHOP 7/28
$NOW - 7/28
$LRCX - 7/28
$SPOT - 7/28
$AMZN 7/29
$MA - 7/29
$OSTK - 7/29
$CAT - 7/30",2021-07-23 01:46:15+00:00,38578,23,123,428
174,kabunokaidoki,"$MSFT マイクロソフト

２０１５年からの日足チャートがすごすぎて膝から崩れ落ちた。

バケモンｗ https://t.co/g9JmEdQTaC",2021-07-23 00:38:08+00:00,59646,17,14,366
175,AMCbiggums,"#amc $amc Dark pool data 
now remember blue chips stocks hedge funds have most of their liquidity in so they would not attack them. Now notice the difference in blue chips stocks volume and shorted stocks.
Amc: 71.9%
GE: 43.1%
msft: 47.1%
amzn: 56.1%
appl: 57.9%
dis: 36.3%",2021-07-22 18:40:57+00:00,19785,14,93,352
176,cinnamon_msft,"Now that Windows Terminal ships inside Windows, we are modifying our release process. The new versions will make their way through the Insider Program before being delivered to all machines.

With that being said, Windows Terminal 1.9 should be available to everyone today 😊",2021-07-22 16:56:56+00:00,17930,10,44,418
177,HeroDividend,"⚡️Invest in the future⚡️

Crypto: $BTC $ETH
Gaming: $SE $MSFT
Travel: $ABNB $SPCE
Real estate: $RDFN $Z
Advertising: $TTD $FB
Gambling: $PENN $DKNG
Electric cars: $TSLA $NIO
Cybersecurity: $ZS $OKTA
Ecommerce: $SHOP $MELI
Solar energy: $ENPH $RUN
Healthcare: $TDOC $GDRX",2021-07-22 13:05:58+00:00,31711,43,144,729
178,skaushi,$MSFT PT Raised to $378 at Citi,2021-07-22 11:23:48+00:00,42875,12,24,207
179,TD_Investor,"Some of the best Dividend/Dividend Growth stock that money can buy!

$PEP
$O
$HD
$KO
$MSFT
$MMM
$AAPL
$JPM
$PG
$JNJ
$CAT
$MCD
$FDX
$COST
$V
$VZ
$SBUX
$MA
$NKE
$XOM
$MO
$WMT
$BAC
$INTC
$ABBV

Add them to your watchlist, research them and build true passive income.
Bookmark this!",2021-07-22 10:15:59+00:00,23695,28,112,669
