Unnamed: 0,Unnamed: 0.1,Username,Tweet,Datetime,Number of Followers,Number of Comments,Number of Retweets,Number of Likes,cleaned Tweet,flair_sentiment,flair_sentiment_score,vader_sentiment,vader_score,finbert_sentiment,finbert_score
56,56,InvestmentTalkk,"Current longs in order of weight: 

$FB 
$TWTR
$ETSY 
$PYPL
$MTCH
$SBUX 
$IAC
$SE
$GOOGL
$SQ
$PINS
$LULU 
$PTON
$AAPL
$GFL
$PLBY
$KRUS 
$RDFN

Could ideally lose 3-5 of these names.",2021-08-17 19:18:00+00:00,43707,49,18,203,current long order weight fb twtr etsy pypl mtch sbux iac se sq pin lulu pton aapl gfl plby krus rdfn could ideally lose name,NEGATIVE,0.9193,neg,0.0,negative,0.6102457046508789
57,57,charliebilello,"Last 6 months...

Facebook $FB: +33%
Google $GOOGL: +30%
Microsoft $MSFT: +20%
Apple $AAPL: +16%
Nasdaq 100 $QQQ: +10%
Amazon $AMZN: -1%
-
Alibaba $BABA: -34%
https://t.co/66SLmzdMhn $JD: -39%
Tencent $TCEHY: -42%
Meituan $MPNGF: -52%
Baidu $BIDU: -53%
China Internet $KWEB: -56%",2021-08-17 14:49:29+00:00,311986,9,104,312,last month facebook fb microsoft msft apple aapl nasdaq qqq amazon amzn alibaba baba jd tencent tcehy meituan mpngf baidu bidu china internet kweb,POSITIVE,0.5412,neg,0.0,neutral,0.8979312181472778
58,58,LMT978,"Druckenmiller Top 25:

Heavy in mega cap growth $MSFT $AMZN $GOOGL $FB https://t.co/TmherA0LwI",2021-08-16 19:39:55+00:00,67937,11,26,226,druckenmiller top heavy mega cap growth msft amzn fb,POSITIVE,0.9985,neg,0.0,neutral,0.8648256063461304
59,59,Dividend_Dollar,"You could make things really simple on yourself

BUY $AAPL
BUY $AMZN
BUY $GOOGL
BUY $JNJ

And WAIT for a LONG TIME",2021-08-16 14:23:00+00:00,29590,32,59,547,could make thing really simple buy aapl buy amzn buy buy jnj wait long time,NEGATIVE,0.9951,neg,0.0,neutral,0.9164560437202454
60,60,vincent13031925,"10 Years Total Returns:

$TSLA: +13,895%
$AMZN: +1,561%
$MSFT: +1,334%
$AAPL: +1,193%
$GOOGL: +872%
$QQQ: +664%
$SPY: +360%",2021-08-15 11:49:13+00:00,123657,73,181,1635,year total return tsla amzn msft aapl qqq spy,POSITIVE,0.7467,neg,0.0,neutral,0.9102479815483093
61,61,charliebilello,"Q2 Revenue Growth (YoY %)
Moderna $MRNA: +6400%
Coinbase $COIN: +1042%
Tesla $TSLA: +98%
Google $GOOGL: +62%
Shopify $SHOP: +57%
Facebook $FB: +56%
Disney $DIS: +45%
Apple $AAPL: +36%
Amazon $AMZN: +27%
S&amp;P 500 $SPY: +21%
Microsoft $MSFT: +21%
Netflix $NFLX: +19%
Clorox $CLX: -9%",2021-08-13 20:52:26+00:00,311987,60,315,1399,q2 revenue growth yoy moderna mrna coinbase coin tesla tsla shopify shop facebook fb disney dis apple aapl amazon amzn amp p spy microsoft msft netflix nflx clorox clx,POSITIVE,0.8923,neg,0.0,neutral,0.808185338973999
62,62,garyblack00,"UPDATED:  My top 10 longs, based on my view that higher inflation is transitory, and secular growth will continue to outperform value.
1. $TSLA
2. $GOOGL
3. $TTD
4. $CMG
5. $GNRC
6. $SNAP
7. $NKE
8. $FB
9. $NVDA
10. $TWTR
Disclaimer: This list could change without notice.",2021-08-13 00:09:19+00:00,85538,68,67,739,update top long base view high inflation transitory secular growth continue outperform value tsla ttd cmg gnrc snap nke fb nvda twtr disclaimer list could change without notice,NEGATIVE,0.9973,neg,0.0,neutral,0.7797650694847107
63,63,charliebilello,"Price/Sales Ratio, Aug 2011
Tesla $TSLA: 13.8x
Google $GOOGL: 5.5x
Apple $AAPL: 3.4x
Microsoft $MSFT: 3.1x
Amazon $AMZN: 2.1x

Price/Sales Ratio, Aug 2021
Tesla $TSLA: 19.3x
Microsoft $MSFT: 13.1x
Google $GOOGL: 9.1x
Apple $AAPL: 7.3x
Amazon $AMZN: 3.8x

Data via @ycharts",2021-08-12 15:55:38+00:00,311987,14,39,204,price sale ratio aug tesla tsla 8x 5x apple aapl 4x microsoft msft 1x amazon amzn 1x price sale ratio aug tesla tsla 3x microsoft msft 1x 1x apple aapl 3x amazon amzn 8x data via,NEGATIVE,0.9378,neg,0.0,neutral,0.9171232581138611
64,64,charliebilello,"Price/Sales Ratio...
Snowflake $SNOW: 102x
Shopify $SHOP: 49x
Tesla $TSLA: 19x
PayPal $PYPL: 13.8x
Microsoft $MSFT: 13.1x
Twitter $TWTR: 12.1x
Salesforce $CRM: 10.3x
Facebook $FB: 9.9x
Google $GOOGL: 9.1x
Netflix $NFLX: 8.4x
Apple $AAPL: 7.3x
Amazon $AMZN: 3.8x
S&amp;P 500 $SPY: 3.2x",2021-08-12 15:49:01+00:00,311987,65,204,1066,price sale ratio snowflake snow 102x shopify shop 49x tesla tsla 19x paypal pypl 8x microsoft msft 1x twitter twtr 1x salesforce crm 3x facebook fb 9x 1x netflix nflx 4x apple aapl 3x amazon amzn 8x amp p spy 2x,POSITIVE,0.9416,neg,0.0,neutral,0.8828185200691223
65,65,charliebilello,"Total Returns, last 10 Years...
Bitcoin $BTC: +466,848%
Tesla $TSLA: +13,895%
Amazon $AMZN: +1,561%
Microsoft $MSFT: +1,334%
Apple $AAPL: +1,193%
Google $GOOGL: +872%
Nasdaq 100 $QQQ: +664%
S&amp;P 500 $SPY: +360%
REITs $VNQ: +189%
Bonds $AGG: +36%
Cash $BIL: +5%
Gold $GLD: -4%",2021-08-12 15:01:40+00:00,311987,113,524,1861,total return last year bitcoin btc tesla tsla amazon amzn microsoft msft apple aapl nasdaq qqq amp p spy reit vnq bond agg cash bil gold gld,NEGATIVE,0.9059,neg,0.0,neutral,0.8930744528770447
66,66,SixSigmaCapital,"The best quarters this earnings season have been from $GOOGL $TSLA $COIN $UPST

Phenomenal",2021-08-11 02:55:14+00:00,7461,20,12,229,best quarter earn season tsla coin upst phenomenal,POSITIVE,0.9988,neg,0.0,positive,0.8093398809432983
67,67,Investingcom,"*GOOGLE TO INTRODUCE POLICY THAT ENABLES ANYONE UNDER AGE OF 18, OR THEIR PARENT/GUARDIAN, TO REQUEST REMOVAL OF THEIR IMAGES FROM GOOGLE IMAGE RESULTS

$GOOGL",2021-08-10 13:13:08+00:00,599460,9,28,222,introduce policy enable anyone age parent guardian request removal image image result,POSITIVE,0.6836,neg,0.0,neutral,0.9046370387077332
68,68,XclusiveTrading,"📈Weekly #XclusiveTriggers 8/9-8/13📉

$MSTR 8/20 900C calls above 794.56 

$GOOGL 8/13 2800C calls above 2740.26
$GOOGL 8/13 2600P puts below 2667.98

$NIO 8/20 50 Calls above 44.74
$NIO 8/20 40 Puts below 41.85

$TSLA 8/13 750 Calls above 718.72
$TSLA 8/13 650 Puts below 688.43",2021-08-09 13:11:00+00:00,29157,17,26,381,weekly mstr 900c call 2800c call 2600p put nio call nio put tsla call tsla put,NEGATIVE,0.8003,neg,0.0,neutral,0.9388193488121033
69,69,Asbghostyeni4,"🔴Google Haritalarda Kıbrıs Adasının Türk Tarafını KKTC (Kuzey kıbrıs Türk Cumhuriyeti ) olarak göstermeye başladı.

Teşekürler Googl 😀 https://t.co/9t6CoW93NI",2021-08-07 10:59:22+00:00,17264,8,31,240,haritalarda kıbrıs adasının türk tarafını kktc kuzey kıbrıs türk cumhuriyeti olarak göstermeye başladı teşekürler,POSITIVE,0.9768,neg,0.0,neutral,0.9139997363090515
70,70,IcariaCap,"He pasado una hora comentando con excel en pantalla los resultados de Amazon $AMZN, Facebook $FB y Alphabet $GOOGL.

Además hemos comentado diferentes formas de calcular el Free Cash Flow.

Ayúdanos a difundir con un like y RT 🙏

https://t.co/rW4ODYOkjB",2021-08-06 19:09:25+00:00,16179,3,67,296,pasado una hora comentando con excel en pantalla los resultados de amazon amzn facebook fb alphabet además hemos comentado diferentes formas de calcular el free cash flow ayúdanos difundir con un like rt,POSITIVE,0.7817,neg,0.0,positive,0.5651963949203491
71,71,YasLovesTech,"決算の良いグロース並べておきますね

$SNAP $GOOGL $ZI $SQ $MELI $EXPI $INMD $HUBS $MGNI $DDOG $LSPD ( △ $TSLA $MSFT  )",2021-08-06 13:10:11+00:00,49521,7,44,457,snap zi sq meli expi inmd hub mgni ddog lspd tsla msft,NEGATIVE,0.9997,neg,0.0,neutral,0.9279943704605103
72,72,abdullah_0mar,Those who are asking about Golf rules... Main bhi Googl search kar raha hoon. Abhi tak kuch samjha nahi hai. Bas Aditi Ashok is at #2 after competition of Round 3.,2021-08-06 05:39:16+00:00,57607,14,25,352,ask golf rule main bhi search kar raha hoon abhi tak kuch samjha nahi hai ba aditi ashok competition round,POSITIVE,0.7551,neg,0.0,neutral,0.9169304370880127
73,73,SquawkCNBC,"""President Xi Jinping might have taken one look at what $GOOGL, $FB and $TWTR did to Donald J. Trump with their political power and decided that big tech in China isn't going to get that big,"" says former W.H. trade advisor Peter Navarro. https://t.co/Jcucof2mNM",2021-08-04 11:43:13+00:00,332232,102,79,226,president xi jinping might take one look fb twtr donald j trump political power decide big tech china go get big say former w h trade advisor peter navarro,NEGATIVE,0.9982,neg,0.0,neutral,0.8597230911254883
74,74,StockMKTNewz,"Which would you choose to hold for the next 5 years?

A)
Apple $AAPL
Facebook $FB
Bitcoin $BTC
Moderna $MRNA

B)
Microsoft $MSFT
Tesla $TSLA
Disney $DIS
Shopify $SHOP

C)
Google $GOOGL
Walmart $WMT
Ethereum $ETH
PayPal $PYPL

D)
Amazon $AMZN
Nvidia $NVDA
Square $SQ
Palantir $PLTR",2021-08-03 02:36:47+00:00,117586,515,87,556,would choose hold next year apple aapl facebook fb bitcoin btc moderna mrna b microsoft msft tesla tsla disney dis shopify shop c walmart wmt ethereum eth paypal pypl amazon amzn nvidia nvda square sq palantir pltr,NEGATIVE,0.5063,neg,0.0,neutral,0.9285931587219238
75,75,garyblack00,"UPDATED:  My top 10 longs, based on my view that higher inflation is transitory, and secular growth will continue to outperform value.
1. $TSLA
2. $GOOGL
3. $CMG
4. $TTD
5. $GNRC
6. $SNAP
7. $MTCH
8. $FB
9. $NVDA
10. $TWTR
Disclaimer: This list could change without notice.",2021-08-03 01:36:24+00:00,85538,78,56,832,update top long base view high inflation transitory secular growth continue outperform value tsla cmg ttd gnrc snap mtch fb nvda twtr disclaimer list could change without notice,NEGATIVE,0.9971,neg,0.0,neutral,0.7602423429489136
76,76,scheplick,"Google $GOOGL up 55% YTD.

Facebook $FB up 31% YTD. 

Apple $AAPL up 12% YTD.

Amazon $AMZN up 4% YTD.

No idea what it means. But it’s interesting.",2021-08-02 18:13:08+00:00,18910,35,11,212,ytd facebook fb ytd apple aapl ytd amazon amzn ytd idea mean interest,NEGATIVE,0.9193,neg,0.0,neutral,0.9213265180587769
77,77,charliebilello,"The combined revenue of the 4 largest US companies hit a record $1.15 trillion over last 12 months...
Apple $AAPL: $347 billion
Microsoft $MSFT: $168 billion
Google $GOOGL: $197 billion
Amazon $AMZN: $443 billion

That's larger than the GDP of all but 14 countries.",2021-07-31 13:28:37+00:00,311986,34,233,689,combine revenue large u company hit record trillion last month apple aapl billion microsoft msft billion billion amazon amzn billion large gdp country,POSITIVE,0.9416,neg,0.0,neutral,0.6955687403678894
78,78,XclusiveTrading,"Weekly #XclusiveTriggers 7/26-7/30 Results💯

🥇 $AMD - 2,500% ROI
🥈 $TSLA - 614% ROI
🥉 $AMZN - 521% ROI

$GOOGL - 91% ROI
$FB - 26% ROI
$ROKU - 183% ROI

*These are peak returns, not actual sell marks.* https://t.co/nE5WK4646D",2021-07-30 20:52:58+00:00,29157,1,14,224,weekly result amd roi tsla roi amzn roi roi fb roi roku roi peak return actual sell mark,POSITIVE,0.9777,neg,0.0,neutral,0.8187843561172485
79,79,GarethSoloway,"Investors are on crack if they think $AMZN, $MSFT $GOOGL $FB $AAPL can grow at 20% or more year over year forever. 35 P/E ratios will become 15 P/E ratios. With their weighting, the indexes are in major trouble. $AMZN $FB may have finally tipped the scales to start this process.",2021-07-30 15:05:56+00:00,42579,23,27,243,investor crack think amzn msft fb aapl grow year year forever p e ratio become p e ratio weight index major trouble amzn fb may finally tip scale start process,NEGATIVE,0.9624,neg,0.0,neutral,0.5394579768180847
80,80,hidejiromoney,"GAFAM-T：決算クリア（◎）／ミス（×） 

$GOOGL $GOOG
・売上：◎
・EPS：◎
$AAPL
・売上：◎
・EPS：◎
$FB 
・売上：◎
・EPS：◎
$AMZN 
・売上：×
・EPS：◎
・ガイダンス：×
$MSFT
・売上：◎
・EPS：◎
・ガイダンス：◎
$TSLA
・売上：◎
・EPS：◎

アマゾン、おま...（笑） https://t.co/bkKZ5d9hZi",2021-07-30 01:28:53+00:00,10972,3,28,208,gafam goog eps aapl eps fb eps amzn eps msft eps tsla eps,POSITIVE,0.9138,neg,0.0,neutral,0.9155029654502869
81,81,kpak82,"$SPY $QQQ $IWM $AAPL $TSLA $GOOGL $AMZN 
Did guys think about what would happen when retail traders get margin calls with mass panic selling as their positions hit levels they never imagined (...below 20dma 😒)with no stops in place? We havent seen real selling in a long time.",2021-07-30 01:00:16+00:00,40467,38,31,313,spy qqq iwm aapl tsla amzn guy think would happen retail trader get margin call mass panic sell position hit level never imagine 20dma stop place havent see real sell long time,NEGATIVE,0.9988,neg,0.0,neutral,0.854164183139801
82,82,charliebilello,"Q2 Revenue Growth, YoY % Change...
Tesla $TSLA: +98%
Google $GOOGL: +62%
Facebook $FB: +56%
Apple $AAPL: +36%
Amazon $AMZN: +27%
Microsoft $MSFT: +21%
Netflix $NFLX: +19%
S&amp;P 500 $SPY: +15%",2021-07-29 20:42:41+00:00,311986,59,398,1825,q2 revenue growth yoy change tesla tsla facebook fb apple aapl amazon amzn microsoft msft netflix nflx amp p spy,POSITIVE,0.8933,neg,0.0,neutral,0.7641336917877197
83,83,rebeccagrants,"When #TechLead left google (GOOGL) for #milliontoken they lost a developer with a huge following, yet they maintained a multi-billion dollar company with one of the best stocks you could ever buy. Can Patrick Shyu do for @million__token what he did for Google? 

#MillionTokenArmy",2021-07-28 22:11:46+00:00,168627,32,81,279,leave lose developer huge follow yet maintain multi billion dollar company one best stock could ever buy patrick shyu,POSITIVE,0.9978,neg,0.0,neutral,0.7952749729156494
84,84,carlquintanilla,"* GOOGLE MANDATES VACCINES FOR WORKERS RETURNING TO OFFICE: NYT

(via @JohnSpall247) $GOOGL",2021-07-28 17:06:45+00:00,316041,13,84,442,mandate vaccine worker return office nyt via,NEGATIVE,0.951,neg,0.0,neutral,0.9307380318641663
85,85,garyblack00,"Investors always ask me why I don’t own $AAPL. It’s a great company with a growing global franchise. AAPL 3Q earnings announced last night beat expectations on every metric. But at 27x FY’22 EPS and just 7% long term growth (3.9x PEG), I’d rather own $GOOGL or $FB at 1.2x PEG. https://t.co/Vov9L4hPZ1",2021-07-28 12:05:06+00:00,85538,21,22,275,investor always ask aapl great company grow global franchise aapl 3q earn announce last night beat expectation every metric 27x fy eps long term growth 9x peg rather fb 2x peg,NEGATIVE,0.6512,neg,0.0,positive,0.6474974751472473
87,87,jimcramer,"If you sell $SBUX, $MSFT, $AAPL or $GOOGL, or $AMD tomorrow you are selling it because you fear Delta... Ask is that right?? If you say ""yes,"" by all means go...",2021-07-28 02:53:02+00:00,1751835,460,80,1045,sell sbux msft aapl amd tomorrow sell fear delta ask right say yes mean go,NEGATIVE,0.9737,neg,0.0,neutral,0.9229361414909363
88,88,jimcramer,of the big surprises tonight i am most impressed with $AMD and then $GOOGL and then $AAPL and then $SBUX,2021-07-27 22:53:33+00:00,1751835,81,14,314,big surprise tonight impress amd aapl sbux,POSITIVE,0.9982,neg,0.0,neutral,0.8695305585861206
89,89,carlquintanilla,"This is the 4th straight quarter where $GOOGL earnings were more than 40% above estimates.
 
It was also the company’s biggest revenue beat in nine years (since Q2 2012).

- @HumOnTheMarkets @CNBC",2021-07-27 22:24:09+00:00,316041,19,41,300,4th straight quarter earn estimate also company big revenue beat nine year since q2,POSITIVE,0.7073,neg,0.0,positive,0.9049555063247681
90,90,jimcramer,"$AMD, $MSFT, $AAPL,$ SBUX, GOOGL are all trading down. ask yourself is that's because they were bad or because we suddenly got very negative and are going to stay that way for a bit!",2021-07-27 21:54:17+00:00,1751835,244,44,593,amd msft aapl sbux trade ask bad suddenly get negative go stay way bite,NEGATIVE,0.9994,neg,0.0,negative,0.5363092422485352
91,91,LMT978,"$AAPL put $21B on the bottom line. $GOOGL $18B, $MSFT $16B...for one quarter. Cash generating machines. $FB $AMZN up next. $QQQ",2021-07-27 21:21:55+00:00,67937,6,41,329,aapl put 21b bottom line 18b msft 16b one quarter cash generate machine fb amzn next qqq,NEGATIVE,0.9817,neg,0.0,neutral,0.9237686395645142
92,92,EconomPic,"Looks like $GOOGL earned $92 and $MSFT earned $8 (EPS) the last 4 quarters (which if used as the denominator for March 2020 lows would be P/Es of ~11x and ~17x).

If you’re using CAPE to value US equity markets, you’re betting these earnings will fall 60%+ permanently.",2021-07-27 21:00:29+00:00,32243,13,20,242,look like earn msft earn eps last quarter use denominator march low would p e 11x 17x use cape value u equity market bet earn fall permanently,NEGATIVE,1.0,neg,0.0,neutral,0.7677109837532043
93,93,garyblack00,"$GOOGL (my #6 biggest long) blew away 2Q ests:
- Rev $61.9B vs $56.2B E 
- Ad rev $50.4B vs $44.9B E
- EPS $27.26 vs $19.21 E 

All segments  (Search, YouTube, Cloud) beat. At 2022 P/E 25x, GOOGL still cheap vs 20% L/T rev growth, even though +51% YTD.

$GOOGL +3.2% to $2,722 AH",2021-07-27 20:36:10+00:00,85538,15,23,354,big long blow away 2q est rev 9b v 2b e ad rev 4b v 9b e eps v e segment search youtube cloud beat p e 25x still cheap v l rev growth even though ytd ah,NEGATIVE,0.9776,neg,0.0,positive,0.723758339881897
94,94,CNBCnow,EARNINGS: Alphabet Q2 EPS $27.26 vs. $19.34 Est.; Q2 Revs. $61.88B vs. $56.16B Est. • $GOOGL https://t.co/czG4MgBb4G https://t.co/b3JevBPNzR,2021-07-27 20:15:33+00:00,699144,15,171,457,earn alphabet q2 eps v est q2 rev 88b v 16b est,POSITIVE,0.5109,neg,0.0,neutral,0.9116342663764954
95,95,TradingThomas3,25% of QQQ reporting tonight? popcorns ready? this is better than the Olympics. $QQQ $AAPL $GOOGL $MSFT,2021-07-27 19:00:11+00:00,23049,17,33,267,qqq report tonight popcorn ready good olympics qqq aapl msft,POSITIVE,0.989,neg,0.0,neutral,0.8125966787338257
98,98,smartertrader,"Googl. If Ad’s  good   Fb, Roku Ttd explode up.    Next date Fb need. Rips. Roku Ttd again.    Lol",2021-07-27 01:47:40+00:00,61894,18,8,205,ad good fb roku ttd explode next date fb need rip roku ttd lol,POSITIVE,0.8827,neg,0.0,neutral,0.920093834400177
99,99,charliebilello,"Over the last 10 years $BIDU grew its revenues by 813% versus 450% for $GOOGL. 

But the lofty expectations 10 years ago and ensuing multiple contraction (from 42x sales to 3.4x) outweighed this unbelievable growth.

Lesson: valuation does matter from time to time... https://t.co/WR6mmVEu73",2021-07-26 15:05:17+00:00,311986,8,43,225,last year bidu grow revenue versus lofty expectation year ago ensue multiple contraction 42x sale 4x outweigh unbelievable growth lesson valuation matter time time,NEGATIVE,0.8611,neg,0.0,positive,0.9366614818572998
100,100,charliebilello,"10 years ago Baidu was trading at 42x sales vs. 6x for Google. 

Total returns since...

$GOOGL: +753%
$BIDU: +1%

P/S Ratios today...
$GOOGL: 9.9x
$BIDU: 3.4x

Data via @ycharts https://t.co/85zRZCGlxo",2021-07-26 14:56:12+00:00,311986,16,162,630,year ago baidu trade 42x sale v 6x total return since bidu p ratio today 9x bidu 4x data via,NEGATIVE,0.8765,neg,0.0,neutral,0.91386479139328
101,101,Dividend_Dollar,"Invest in what you KNOW &amp; UNDERSTAND

📦 $AMZN $SHOP
🏦 $SQ
🏡 $RDFN $Z
🎮 $SE
⚡️ $TSLA $NIO
💻 $MSFT
⛽️ $XOM $CVX
🥤 $KO $PEP
🚬 $PM $MO
🕵️ $CRWD
👟 $NKE
👜 $SPG
🐶 $CHWY
🐭 $DIS
🍎 $AAPL
🍕 $DPZ
☕️ $SBUX
🏈 $DKNG
🎯 $TGT
🚗 $GM $F $LCID
✈️ $LUV
💻 $GOOGL $TTD
☎️ $T
🛠️ $HD $LOW",2021-07-26 14:30:00+00:00,29590,9,53,252,invest know amp understand amzn shop sq rdfn z se tsla nio msft xom cvx ko pep pm mo crwd nke spg chwy dis aapl dpz sbux dkng tgt gm f lcid luv ttd hd low,POSITIVE,0.9917,neg,0.0,neutral,0.8910538554191589
102,102,CarterBWorth,"It’s going to be exciting.

The 5 largest stocks w/ a combined mkt cap of $9.4 trillion (24% of the $SPX) report EPS this week.

This has only happened 5 times in their joint history. In the week in question, the mkt has been lackluster, each time.

$AAPL $MSFT $AMZN $GOOGL $FB https://t.co/lP7kfo1nNW",2021-07-26 13:21:42+00:00,39596,16,85,310,go excite large stock w combine mkt cap trillion spx report eps week happen time joint history week question mkt lackluster time aapl msft amzn fb,NEGATIVE,0.9832,neg,0.0,neutral,0.8918288350105286
103,103,XclusiveTrading,"📈Weekly #XclusiveTriggers 7/26-7/30📉

$TSLA 700C over 655, 600P below 640
$GOOGL 2700C over 2668, 2600P below 2630
$AMZN 3700C over 3676, 3600P below 3645
$FB 400C over 374, 350P below 365
$ROKU 500C over 484, 440P below 463
$AMD 95C over 92, 85P below 89

$SPY $SPX $QQQ $IWM",2021-07-26 13:14:43+00:00,29157,35,76,1673,weekly tsla 700c 600p 2700c 2600p amzn 3700c 3600p fb 400c 350p roku 500c 440p amd 95c 85p spy spx qqq iwm,POSITIVE,0.6474,neg,0.0,neutral,0.9404615759849548
104,104,JesseCohenInv,"💥BIG EARNINGS WEEK AHEAD 👀👀

*Monday: $TSLA
*Tuesday: $AAPL $MSFT $GOOGL $AMD $V $SBUX $UPS
*Wednesday: $FB $SHOP $PYPL $MCD $BA $PFE $F $QCOM
*Thursday: $AMZN $PINS $MA $TWLO
*Friday: $CAT $XOM $CVX $PG $CL

$DIA $SPY $QQQ $IWM $VIX https://t.co/m3ypR7rv8k",2021-07-24 18:39:15+00:00,33304,20,143,478,big earn week ahead monday tsla tuesday aapl msft amd v sbux up wednesday fb shop pypl mcd ba pfe f qcom thursday amzn pin twlo friday cat xom cvx pg cl dia spy qqq iwm vix,POSITIVE,0.9886,neg,0.0,neutral,0.88787442445755
105,105,OMillionaires,"Some implied moves for #earnings next week(1of3):

$TSLA 7.3%
$AAPL 4.2%
$AMZN 4.5%
$MSFT 3.2%
$GOOGL 4.3%
$FB 5.7%
$TDOC 8.0%
$SBUX 4.0%
$V 3.3%
$AMD 6.6%
$SHOP 7.1%
$BA 4.1%
$SPOT 7.4%
$MCD 2.8%
$PYPL 5.5%
$NOW 6.0%
$ALGN 7.8%
$OSTK 12.3%
$PINS 12.1%
$TWLO 8.6%",2021-07-24 13:41:23+00:00,105643,12,65,329,imply move next week 1of3 tsla aapl amzn msft fb tdoc sbux v amd shop ba spot mcd pypl algn ostk pin twlo,NEGATIVE,0.9908,neg,0.0,neutral,0.9001018404960632
106,106,alsabban1982,"باعطيك 6  عشان العيد

Low-Risk
$GOOGL
$AMZN
$TSLA

High-Risk High-Reward
$PLTR
$WISH
$BYND https://t.co/ss6ErCRE9F",2021-07-23 19:35:02+00:00,134786,6,12,405,باعطيك عشان العيد low risk amzn tsla high risk high reward pltr wish bynd,POSITIVE,0.6938,neg,0.0,neutral,0.9201278686523438
107,107,rachels_44,"Some company Earnings for next week 📈📊

$TSLA - 7/26
$GOOGL - 7/27
$AAPL - 7/27
$MSFT - 7/27
$SBUX - 7/27
$AMD - 7/27
$TDOC - 7/27
$FB - 7/28
$PYPL - 7/28
$QCOM - 7/28
$SHOP 7/28
$NOW - 7/28
$LRCX - 7/28
$SPOT - 7/28
$AMZN 7/29
$MA - 7/29
$OSTK - 7/29
$CAT - 7/30",2021-07-23 01:46:15+00:00,38574,23,123,428,company earn next week tsla aapl msft sbux amd tdoc fb pypl qcom shop lrcx spot amzn ostk cat,POSITIVE,0.995,neg,0.0,neutral,0.917236328125
108,108,alsabban1982,"بالسوق الامريكي هذه ال١١ هي الدائرة الاولى عندي وهي ليست للبيع مهما ارتفعت
$MSFT $GOOGL $AAPL $FB $AMZN $TSLA $TSM $ARKG $ARKW $TAN $ICLN

بالسعودي
ارامكو الاهلي الاسمنتات الريتات",2021-07-21 22:45:29+00:00,134786,4,15,286,بالسوق الامريكي هذه ال١١ هي الدائرة الاولى عندي وهي ليست للبيع مهما ارتفعت msft aapl fb amzn tsla tsm arkg arkw tan icln بالسعودي ارامكو الاهلي الاسمنتات الريتات,POSITIVE,0.9635,neg,0.0,neutral,0.8679935336112976
109,109,alsabban1982,"١٠ سنوات ..جميل جدا

$TSLA
$MSFT
$GOOGL
$SNOW
$PLTR
$BNGO
$CRSO
$BYND
$TSM

بس ضروري تقرا قصة جحا https://t.co/vU9uc0xTYH",2021-07-21 20:40:45+00:00,134786,9,29,633,سنوات جميل جدا tsla msft snow pltr bngo crso bynd tsm بس ضروري تقرا قصة جحا,POSITIVE,0.5172,neg,0.0,neutral,0.8856245875358582
110,110,LynAldenContact,"Nike $NKE stock is pretty wild. Black line is stock price. Blue line is what the stock price would be at its average 20-year valuation.

It has a higher P/E ratio than $MSFT, $AAPL, $GOOGL, or $FB. Chart via FAST Graphs. https://t.co/A6JT5lmWkb",2021-07-19 23:53:47+00:00,272296,73,78,827,nike nke stock pretty wild black line stock price blue line stock price would average year valuation high p e ratio msft aapl fb chart via fast graph,NEGATIVE,0.9561,neg,0.0,neutral,0.8920814990997314
111,111,PandaOptions,"Pandas Weekly Watchlist 🐼

$UPS 217.5c over 215, 205p under 207
$HD 330c over 325, 310p under 314
$COST 420c over 415, 400p under 404
$MRNA 300c over 290, 265p under 271
$SHOP 1400p under 1420, 1600c over 1550
$GOOGL 2450p under 2500",2021-07-18 21:44:50+00:00,33137,10,44,365,panda weekly watchlist up 5c 205p hd 330c 310p cost 420c 400p mrna 300c 265p shop 1400p 1600c 2450p,POSITIVE,0.9799,neg,0.0,neutral,0.8284399509429932
112,112,AltcoinDailyio,"Breaking: #Binance to stop selling $TSLA, $AAPL, $GOOGL, and all stock tokens 'effective immediately'!",2021-07-17 04:42:33+00:00,579654,94,52,706,break stop sell tsla aapl stock token effective immediately,POSITIVE,0.5743,neg,0.0,neutral,0.9394176602363586
113,113,XclusiveTrading,"📈#XclusiveTriggers 7/16📉

$MRNA puts under 270, calls over 280
$NOW calls over 560, puts under 556
$AMZN calls over 3647, puts under 3638
$NVDA calls over 767, puts under 762

$TSLA $SHOP $NVDA $SPX $GME $AMC  $GOOGL $NIO $SPY $AAPL $BA $NFLX $AMD $ROKU $FB $CRWD $ETSY $SQ",2021-07-16 13:27:20+00:00,29157,13,18,324,mrna put call call put amzn call put nvda call put tsla shop nvda spx gme amc nio spy aapl ba nflx amd roku fb crwd etsy sq,NEGATIVE,0.9695,neg,0.0,neutral,0.9304391741752625
114,114,XclusiveTrading,"📈#XclusiveTriggers 7/15📉

$AMD calls over 91, puts under 89
$NFLX calls over 557, puts under 553
$ETSY calls over 185, puts under 180
$TSLA calls over 661, puts under 653 
$SHOP calls over 1467, puts under 1461

$AAPL $AMC $AMZN $DASH $GME $GOOGL $MSFT $NVDA $PYPL $ROKU $TWTR",2021-07-15 13:29:31+00:00,29157,12,23,236,amd call put nflx call put etsy call put tsla call put shop call put aapl amc amzn dash gme msft nvda pypl roku twtr,POSITIVE,0.5818,neg,0.0,neutral,0.9427065253257751
