Username,Tweet,Datetime,Number of Followers,Number of Comments,Number of Retweets,Number of Likes,cleaned Tweet,flair_sentiment,flair_sentiment_score,vader_sentiment,vader_score,finbert_sentiment,finbert_score,ticker
DeItaone,"*APPLE READIES NEW IPHONES WITH PRO CAMERA AND VIDEO UPGRADES
$AAPL",2021-08-10 11:01:00+00:00,380370,20,39,253,ready new iphones pro camera video upgrade,POSITIVE,0.9996,neu,0.3612,neutral,0.76352787,AAPL
Investing_Lion,"Most people want to save money, hence the success of $AMZN $COST $WMT.

Most people do not want to be seen saving money, hence the success of $AAPL $LULU $SBUX.",2021-08-10 00:41:44+00:00,4413,14,26,203,people want save money hence success amzn cost wmt people want see save money hence success lulu sbux,POSITIVE,0.9529,pos,0.9371,neutral,0.848788559,AAPL
traderstewie,"$AAPL .... started a consolidation phase after a big run up... and now coiling tightly here. Looking for a new breakout to upside in the next few days. 

From contraction, comes expansion....  

Next upside targets: $160 to $170 area https://t.co/qJgcGXr8Up",2021-08-09 19:16:07+00:00,330298,9,26,257,start consolidation phase big run coil tightly look new breakout upside next day contraction come expansion next upside target area,NEGATIVE,0.9954,neu,0,neutral,0.897637963,AAPL
MarketRebels,$AAPL gets a price target of $184 at Monness Crespi,2021-08-09 13:45:00+00:00,128563,12,43,366,get price target monness crespi,NEGATIVE,0.875,neu,0,neutral,0.923786402,AAPL
STXRBOY999,watchlist for this week: $AAPL | $SPY | $UPS | $DIDI | $TWTR | and more🧤,2021-08-08 10:49:24+00:00,89279,26,10,315,watchlist week spy up didi twtr,POSITIVE,0.5824,neu,0,neutral,0.870553672,AAPL
StockMKTNewz,$785M a year in Apple $AAPL dividends would be nice 😂👀 https://t.co/jNlUNsh8qQ,2021-08-06 23:18:49+00:00,115908,15,48,361,785m year dividend would nice,NEGATIVE,0.6218,neu,0.4215,neutral,0.931397974,AAPL
ThetaWarrior,"The Results! #LottoFriday 

$AAPL 146P | Failed
$CHWY 89P | .28 to .64 (+128%)
$NIO 43P | Failed
$PTON 116P | .57 to 3.12 (+447%)
$RBLX 83C | Failed
$RBLX 78P | .2 to .67 (+235%)

Tough day today with the chop/sideways action. Next week is a new opportunity.

Cheers and HAGW! 🍻 https://t.co/jX7qQiK3KO",2021-08-06 21:07:03+00:00,95087,30,13,270,result 146p fail chwy 89p nio 43p fail pton 116p rblx 83c fail rblx 78p tough day today chop sideways action next week new opportunity cheer hagw,NEGATIVE,0.9984,neu,-0.7096,neutral,0.589342237,AAPL
ThetaWarrior,"DISCLAIMER: HIGH RISK #LottoFriday

Keep bets small. Take profits fast.

$AAPL 149C &gt;148.04 | 146P &lt;146.17
$CHWY 93C &gt;92.52 | 89P &lt;90.18
$NIO 48C &gt;46.78 | 43P &lt;43.76
$PTON 124C &gt;123 | 116P &lt;116.8
$RBLX 83C &gt;81.93 | 78P &lt;78.7

Good luck! 🎲 https://t.co/HhDnY0PVpu",2021-08-06 02:29:44+00:00,95087,63,78,699,disclaimer high risk keep bet small take profit fast 149c gt 146p lt chwy 93c gt 89p lt nio 48c gt 43p lt pton 124c gt 116p lt rblx 83c gt 78p lt good luck,NEGATIVE,0.9834,neu,0.9349,neutral,0.841879964,AAPL
realwillmeade,"$AFRM 
I told you multiple times $SCR would be acquired now i’m telling you 
$AFRM will be acquired for at least $100 a share. Its in the hottest M&amp;A industry and just like $SCR had a deal in place with $PENN before it was acquired $AAPL and $AFRM are now partnering in Canada.",2021-08-05 17:30:34+00:00,253666,0,35,300,afrm tell multiple time scr would acquire tell afrm acquire least share hot amp industry like scr deal place penn acquire afrm partner canada,NEGATIVE,0.9622,neu,0.1561,neutral,0.895552099,AAPL
Investingcom,"*APPLE PLANS TO SCAN U.S. IPHONES FOR CHILD ABUSE IMAGERY - FT

$AAPL",2021-08-05 16:00:26+00:00,593910,53,65,423,plan scan u iphones child abuse imagery ft,NEGATIVE,0.9827,neu,-0.6369,neutral,0.877586961,AAPL
DeItaone,"APPLE PLANS TO SCAN US IPHONES FOR CHILD ABUSE IMAGERY - FT
$AAPL",2021-08-05 15:04:03+00:00,380367,145,157,1162,plan scan u iphones child abuse imagery ft,NEGATIVE,0.9827,neu,-0.6369,neutral,0.877586961,AAPL
Benzinga,"EXCLUSIVE: Dogebeans Owner On Adopting Dogecoin Branding And How The Meme Coin Can Help Small Businesses Take On Giants Like Apple, Amazon $DOGE $AAPL $AMZN $BTC $ETH

https://t.co/JInjKVlbT0",2021-08-04 13:30:17+00:00,196606,16,92,211,exclusive dogebeans owner adopt dogecoin brand meme coin help small business take giant like amazon doge amzn btc eth,POSITIVE,0.9969,neu,0.7964,neutral,0.77478683,AAPL
DividendInvestz,"My Top 5 Stocks:

Vanguard $VTI - Market Index Fund - 12.5 shares
📈

Vanguard $VYM - High Div Yield Stocks - 12.5 shares
📈

Tesla $TSLA - Electric Vehicles - 1.8 shares
🚗

Microsoft $MSFT - Laptops &amp; Software- 3.1 shares
💻

Apple $AAPL - Phone, Watch, Laptops - 4.5 shares
📱",2021-08-04 01:22:47+00:00,768,24,33,203,top stock vanguard vti market index fund share vanguard vym high div yield stock share tesla tsla electric vehicle share microsoft msft laptop amp software share phone watch laptop share,POSITIVE,0.9987,neu,0.8689,neutral,0.897390485,AAPL
Investingcom,"*APPLE PLANS TO LAUNCH BUY NOW, PAY LATER IN CANADA ON AUG. 11

$AAPL",2021-08-03 20:35:52+00:00,593911,17,50,337,plan launch buy pay late canada aug,NEGATIVE,0.9609,neu,-0.1027,neutral,0.917366624,AAPL
Dividend_Dollar,"$AAPL makes 📱 and 💻 but also pay a growing dividend

$HD sells 🛠 but also pay a growing dividend

$WM picks up ♻️ but also pays a growing dividend

$V collects interest from 💳 but also pays a growing dividend

Earn GROWING dividends from companies you use all the time!",2021-08-03 17:11:19+00:00,29216,8,33,233,make also pay grow dividend hd sell also pay grow dividend wm pick also pay grow dividend v collect interest also pay grow dividend earn grow dividend company use time,POSITIVE,0.9928,neu,0.1027,neutral,0.945569634,AAPL
SagaPartners,"Fun fact

Kansas City Southern (a boring railroad) has the highest 40 yr stock return (6/30/81-6/30/21) w/ a 24% IRR vs the S&amp;P's 11%

~230 companies outperformed the S&amp;P's 11% IRR over last 40 yrs

3 companies had a total return IRR &gt;20%: $KSU, $AAPL, &amp; $NKE

List of the top 40: https://t.co/wQqcQG76zQ",2021-08-03 13:51:07+00:00,12917,29,100,614,fun fact kansa city southern bore railroad high yr stock return w irr v amp p company outperform amp p irr last yr company total return irr gt ksu amp nke list top,POSITIVE,0.9905,neu,0.6369,neutral,0.867463946,AAPL
StockMKTNewz,"Which would you choose to hold for the next 5 years?

A)
Apple $AAPL
Facebook $FB
Bitcoin $BTC
Moderna $MRNA

B)
Microsoft $MSFT
Tesla $TSLA
Disney $DIS
Shopify $SHOP

C)
Google $GOOGL
Walmart $WMT
Ethereum $ETH
PayPal $PYPL

D)
Amazon $AMZN
Nvidia $NVDA
Square $SQ
Palantir $PLTR",2021-08-03 02:36:47+00:00,115908,516,87,558,would choose hold next year facebook fb bitcoin btc moderna mrna b microsoft msft tesla tsla disney dis shopify shop c google googl walmart wmt ethereum eth paypal pypl amazon amzn nvidia nvda square sq palantir pltr,NEGATIVE,0.717,neu,0.1779,neutral,0.933537483,AAPL
scheplick,"Google $GOOGL up 55% YTD.

Facebook $FB up 31% YTD. 

Apple $AAPL up 12% YTD.

Amazon $AMZN up 4% YTD.

No idea what it means. But it’s interesting.",2021-08-02 18:13:08+00:00,18902,35,11,211,google googl ytd facebook fb ytd ytd amazon amzn ytd idea mean interest,NEGATIVE,0.9706,neu,0.5719,neutral,0.933762431,AAPL
TheJoyfulTrader,"Invest In What You Use Everyday:

👟 Nike $NKE
🍎Apple $AAPL
🛒 Target $TGT
📦Amazon $AMZN
👥 Facebook $FB
📺 Netflix $NFLX
🔧 Home Depot $HD
☕ Starbucks $SBUX
🧻 Proctor Gamble $PG

What companies are apart of your daily life?",2021-08-02 17:52:01+00:00,20800,29,55,256,invest use everyday nike nke target tgt amazon amzn facebook fb netflix nflx home depot hd starbucks sbux proctor gamble pg company apart daily life,POSITIVE,0.9507,neu,0.1779,neutral,0.923366487,AAPL
TheMelaninMoney,"Broke people spend money on,
Nike clothes 👟
New iPhones 📱
Starbucks coffee ☕️
McDonald meals 🍔

Rich people invest money on
$NKE $168
$AAPL $145
$SBUX $121
$MCD $242

Where are you going to put your money?",2021-08-02 14:12:08+00:00,5530,23,36,226,break people spend money nike clothe new iphones starbucks coffee mcdonald meal rich people invest money nke sbux mcd go put money,NEGATIVE,0.9993,neu,0.5574,neutral,0.897770703,AAPL
HeroDividend,"3 stocks that I will hold for 10+ years

$HD 👷🏻‍♂️
$WM ♻️
$AAPL 🍎

What are your 3?

👇🏻",2021-08-02 14:01:24+00:00,31093,129,33,481,stock hold year hd wm,NEGATIVE,0.758,neu,0,neutral,0.910246432,AAPL
EliteOptions2,"Elite Options Watchlist 💡

$TSLA 8/06 730C over 700 | Target 🎯: 729 | Stop loss: 690
$AAPL 8/20 155C over 150 | Target 🎯: 155 | Stop loss: 148
$SHOP 8/06 1550C over 1500 | Target 🎯: 1550 | Stop loss: 1485
$AMD  8/06 110C over 106.50 | Target 🎯: 110 | Stop loss: 104",2021-08-02 00:00:00+00:00,81373,6,53,376,elite option watchlist tsla 730c target stop loss 155c target stop loss shop 1550c target stop loss amd 110c target stop loss,POSITIVE,0.9989,neg,-0.9325,negative,0.692217648,AAPL
Dividend_Dollar,"You can build a portfolio that pays you dividends EVERY month

Owning these stocks would pay you EVERY month
$O
$STAG

Or you can own these stock to earn a monthly dividend

Jan/Apr/July/Oct - $PM $MO $CSCO

Feb/May/Aug/Nov - $LOW $SBUX $AAPL

Mar/Jun/Sep/Dec - $HD $MCD $MSFT",2021-08-01 20:10:08+00:00,29216,18,92,441,build portfolio pay dividend every month own stock would pay every month stag stock earn monthly dividend jan apr july oct pm mo csco feb may aug nov low sbux mar jun sep dec hd mcd msft,NEGATIVE,0.9935,neu,-0.4404,neutral,0.923539698,AAPL
NlCKStocks,"Pivots

$AAPL pivot 146.25
🐂&gt;147, 148.25 |🐻 &lt; 144, 141.5

$TSLA pivot 690
🐂&gt; 703, 717 |🐻 &lt; 680, 667

$NVDA pivot 195
🐂&gt;197, 198.5 |🐻 &lt;190, 187.5

$AMD pivot 103.25
🐂&gt;106, 107.25 |🐻 &lt;98.5

$ZM pivot 387
🐂&gt; 392, 400 | 🐻 &lt; 367, 360

$NFLX pivot 517
🐂&gt;521, 515| 🐻 &lt;510",2021-08-01 14:26:59+00:00,20620,8,27,283,pivot pivot gt lt tsla pivot gt lt nvda pivot gt lt amd pivot gt lt zm pivot gt lt nflx pivot gt lt,POSITIVE,0.9807,neu,0.8625,neutral,0.935631573,AAPL
jedimarkus77,"1.  selling naked puts in $SPX
2.  selling naked puts in $NDX
3.  selling naked puts in $RUT
4.  selling naked puts in $AAPL
5.  selling naked puts in $AMC
6.  selling naked puts in $SPY
7.  selling naked puts in $QQQ
8.  selling naked puts in $VIX
9.  selling naked calls in $VXX https://t.co/zXNZbn0ERM",2021-08-01 11:53:38+00:00,21391,12,18,215,sell naked put spx sell naked put ndx sell naked put rut sell naked put sell naked put amc sell naked put spy sell naked put qqq sell naked put vix sell naked call vxx,NEGATIVE,0.9997,neu,0,neutral,0.940430999,AAPL
jicchamatome,"👴注目企業 好決算を出した銘柄一覧
$AMD $GOOG $AAPL $MSFT $FB $SBUX $UPS $TSLA $TWTR $SNAP $UAL $DAL $KO $JNJ $IBM $MS $BLK $C $JPM $GS $PEP $LEVI $V $CAKE $HA $MXIM $CDNS $PFE $BA $MCD $QCOM $LRCX $ALGN *良い決算とは、EPS, 売上高, 会社側ガイダンスの全てが市場予想を上回ること",2021-08-01 09:30:00+00:00,105310,7,67,682,amd goog msft fb sbux up tsla twtr snap ual dal ko jnj ibm m blk c jpm g pep levi v cake ha mxim cdns pfe ba mcd qcom lrcx algn eps,POSITIVE,0.9951,neu,0.34,neutral,0.915248513,AAPL
WOLF_Financial,"Which portfolio are you holding for 3 years?

A.
$AAPL Apple
$PLTR Palantir
$HOOD Robinhood
$BTC Bitcoin

B.
$SE Sea Ltd.
$FUTU Futu Holdings
$AMD
$DOGE Dogecoin

C.
$GOOG Google
$CELH Celsius
$BABA Alibaba
$ETH Ethereum

D.
$SQ Square
$NET Cloudflare
$FB Facebook
$AMC

👇",2021-07-31 17:35:07+00:00,23204,503,59,453,portfolio hold year pltr palantir hood robinhood btc bitcoin b se sea ltd futu futu hold amd doge dogecoin c goog google celh celsius baba alibaba eth ethereum sq square net cloudflare fb facebook amc,POSITIVE,0.9679,neu,0,neutral,0.917866528,AAPL
Dividend_Dollar,"Here are 20 of my FAVORITE dividend stocks

$JNJ
$ABBV
$AAPL
$MSFT
$MO
$WMT
$HD
$LOW
$TSCO
$MCD
$SBUX
$NKE
$QCOM
$AVGO
$MA
$V
$BMY
$CVS
$MMM
$HON
$DE
$RTX
$LMT
$GD
$O
$STOR
$PSA
$IRM
$SPG
$COST

Can you tell it is HARD to pick a favorite?",2021-07-31 14:01:00+00:00,29216,33,72,484,favorite dividend stock jnj abbv msft mo wmt hd low tsco mcd sbux nke qcom avgo v bmy cv mmm hon de rtx lmt gd stor psa irm spg cost tell hard pick favorite,POSITIVE,0.9999,neu,0.5423,neutral,0.885226667,AAPL
charliebilello,"The combined revenue of the 4 largest US companies hit a record $1.15 trillion over last 12 months...
Apple $AAPL: $347 billion
Microsoft $MSFT: $168 billion
Google $GOOGL: $197 billion
Amazon $AMZN: $443 billion

That's larger than the GDP of all but 14 countries.",2021-07-31 13:28:37+00:00,309779,34,233,691,combine revenue large u company hit record trillion last month billion microsoft msft billion google googl billion amazon amzn billion large gdp country,POSITIVE,0.9629,neu,0.1779,neutral,0.827160299,AAPL
adamhoov,Guys! I found Tim apples icar driving around town! 😳  $tsla $aapl https://t.co/USaU43kh0h,2021-07-30 23:28:25+00:00,5262,54,65,1059,guy find tim apple icar drive around town tsla,POSITIVE,0.9898,neu,0,neutral,0.923307419,AAPL
SatoshiRipper,"Smh they are really pushing it🚷🥵

I would go for the AirPods tho 🤣

$AAPL #AAPL #DC https://t.co/kyFDRUr3EF",2021-07-30 22:34:05+00:00,23999,1,234,222,smh really push would go airpods tho,NEGATIVE,0.5158,neu,-0.3182,neutral,0.904789925,AAPL
1charts6,"Continuing to see weak action across board imo, even in big tech, with AAPL holding QQQ up. Line of least resistance feels down to me. I'm short Nasdaq and a few individual stocks. ARKK looks weak to me. Not going to follow up on shorts but think need to protect capital here.",2021-07-30 18:40:44+00:00,38551,16,21,276,continue see weak action across board imo even big tech hold qqq line least resistance feel short nasdaq individual stock arkk look weak go follow short think need protect capital,NEGATIVE,0.9998,neu,-0.4939,negative,0.924131632,AAPL
benitoz,LoL good try @elonmusk can’t take away @tim_cook job! $aapl https://t.co/cHALZ2Z4Ch,2021-07-30 16:06:03+00:00,1333,21,55,390,lol good try take away job,POSITIVE,0.5472,pos,0.6908,neutral,0.814787984,AAPL
GarethSoloway,"Investors are on crack if they think $AMZN, $MSFT $GOOGL $FB $AAPL can grow at 20% or more year over year forever. 35 P/E ratios will become 15 P/E ratios. With their weighting, the indexes are in major trouble. $AMZN $FB may have finally tipped the scales to start this process.",2021-07-30 15:05:56+00:00,41138,23,28,244,investor crack think amzn msft googl fb grow year year forever p e ratio become p e ratio weight index major trouble amzn fb may finally tip scale start process,NEGATIVE,0.9455,neu,-0.4019,neutral,0.579068601,AAPL
eToroEsp,"🍎 Apple ( $AAPL ) y su mejor tercer trimestre fiscal, batiendo el récord previo del año anterior. 

¿Una posible explicación? Las excelentes ventas del Iphone 12 📱",2021-07-30 07:49:18+00:00,18213,8,55,1072,su mejor tercer trimestre fiscal batiendo el récord previo del año anterior una posible explicación la excelentes ventas del iphone,POSITIVE,0.9398,neu,0,positive,0.655356824,AAPL
hidejiromoney,"GAFAM-T：決算クリア（◎）／ミス（×） 

$GOOGL $GOOG
・売上：◎
・EPS：◎
$AAPL
・売上：◎
・EPS：◎
$FB 
・売上：◎
・EPS：◎
$AMZN 
・売上：×
・EPS：◎
・ガイダンス：×
$MSFT
・売上：◎
・EPS：◎
・ガイダンス：◎
$TSLA
・売上：◎
・EPS：◎

アマゾン、おま...（笑） https://t.co/bkKZ5d9hZi",2021-07-30 01:28:53+00:00,10927,3,28,208,gafam googl goog eps eps fb eps amzn eps msft eps tsla eps,POSITIVE,0.8424,neu,0,neutral,0.933038533,AAPL
kpak82,"$SPY $QQQ $IWM $AAPL $TSLA $GOOGL $AMZN 
Did guys think about what would happen when retail traders get margin calls with mass panic selling as their positions hit levels they never imagined (...below 20dma 😒)with no stops in place? We havent seen real selling in a long time.",2021-07-30 01:00:16+00:00,40272,38,32,313,spy qqq iwm tsla googl amzn guy think would happen retail trader get margin call mass panic sell position hit level never imagine 20dma stop place havent see real sell long time,NEGATIVE,0.9989,neu,-0.3425,neutral,0.834457219,AAPL
LMT978,"$AMZN pulling back after ER. After Q1, $AAPL, $AMZN, $FB, $MSFT all pulled back 8-10% before they all made a strong move to new highs. Investor/trader time frame is key. I’m long $AMZN.",2021-07-29 23:51:23+00:00,67822,11,14,237,amzn pull back er q1 amzn fb msft pull back make strong move new high investor trader time frame key long amzn,NEGATIVE,0.6695,neu,0.5106,neutral,0.680101693,AAPL
Teslaconomics,"Watch for big money from $FB, $AMZN, $AAPL move into $TSLA. 🔥",2021-07-29 21:50:41+00:00,12973,22,33,428,watch big money fb amzn move tsla,NEGATIVE,0.8407,neu,0,neutral,0.934593737,AAPL
xtrends,"68% of the common stocks listed in NYSE have been going down for two weeks now. Let that sink in for a moment. During that time, stocks like AMZN carried major indices higher. After AAPL and FB disappointments, now AMZN got butchered. Time is running out.",2021-07-29 21:08:28+00:00,31224,17,30,285,common stock list nyse go two week let sink moment time stock like amzn carry major index high fb disappointment amzn get butch time run,NEGATIVE,0.9999,neu,-0.2023,neutral,0.706157744,AAPL
charliebilello,"Q2 Revenue Growth, YoY % Change...
Tesla $TSLA: +98%
Google $GOOGL: +62%
Facebook $FB: +56%
Apple $AAPL: +36%
Amazon $AMZN: +27%
Microsoft $MSFT: +21%
Netflix $NFLX: +19%
S&amp;P 500 $SPY: +15%",2021-07-29 20:42:41+00:00,309779,59,401,1828,q2 revenue growth yoy change tesla tsla google googl facebook fb amazon amzn microsoft msft netflix nflx amp p spy,POSITIVE,0.8057,neu,0.5106,neutral,0.793179691,AAPL
fintechjunkie,"What your favorite stock says about you:

$AAPL: I like earnings
$TSLA: I invest in the future
$AMC: I think the stock market is a game
$GME: I eat paste

Fill in the blank:

$HOOD: I .............",2021-07-29 16:31:38+00:00,23948,147,32,395,favorite stock say like earn tsla invest future amc think stock market game gme eat paste fill blank hood,POSITIVE,0.9656,neu,0.6705,neutral,0.921120763,AAPL
jimcramer,"i have been urging Apple to do a gigantic bond offering, and it looks like my prayers might be answered. a 40 year north of the treasurys would allow them to buy an immense amount of stock back... $AAPL",2021-07-29 15:51:50+00:00,1749049,93,48,613,urge gigantic bond offer look like prayer might answer year north treasury would allow buy immense amount stock back,NEGATIVE,0.9964,neu,0.6369,neutral,0.752313197,AAPL
JohnStCapital,"0/ Coming to the tail end of a big earnings week w/ $AAPL $AMZN $FB $GOOG $MSFT $V $MA $PYPL $SHOP $FISV $SPOT all reporting. A lot of insights on economic recovery, eCommerce, advertising, SMB optimism, payments, digitization of cash, BNPL, creator economy, streaming &amp; more",2021-07-29 13:30:39+00:00,35078,14,37,207,come tail end big earn week w amzn fb goog msft v pypl shop fisv spot report lot insight economic recovery ecommerce advertise smb optimism payment digitization cash bnpl creator economy stream amp,POSITIVE,0.9083,neu,0.5423,neutral,0.877725542,AAPL
zerohedge,"Apple (AAPL) announces four-part debt issuance of paper due 2028, 2031, 2051, and 2061

Buyback season is officially open",2021-07-29 13:21:13+00:00,1097477,28,40,391,announce four part debt issuance paper due buyback season officially open,POSITIVE,0.969,neu,-0.3612,neutral,0.923003078,AAPL
LiviamCapital,Apparently $AAPL was “so fucked” in 2016. A casual 500% return in 5 years since then. https://t.co/kodLAYBJ4L https://t.co/C3YPBZt2vy,2021-07-28 16:09:50+00:00,29758,18,11,220,apparently fuck casual return year since,NEGATIVE,0.9954,neu,-0.4019,neutral,0.531529665,AAPL
LiviamCapital,"Buy and hold $GOOG
Buy and hold $FB
Buy and hold $AMZN
Buy and hold $AAPL

Really, it's that simple.",2021-07-28 14:55:33+00:00,29758,107,81,1190,buy hold goog buy hold fb buy hold amzn buy hold really simple,NEGATIVE,0.8122,neu,0,neutral,0.928607464,AAPL
BrianFeroldi,"Want to see an example in more detail?

@brian_stoffel_ and I made a YouTube video where looked at the income statements of a coffee stand &amp; $AAPL 

https://t.co/sLLhDkBJuD",2021-07-28 13:35:20+00:00,210837,7,37,301,want see example detail make youtube video look income statement coffee stand amp,POSITIVE,0.7787,neu,0.0772,neutral,0.934648752,AAPL
cperruna,"One truth Fintwit reveals when a stock falls (in real time) is that none of fintwit held the monster winners of the past 2 decades, because they all had multiple 50%-80% drawdowns. 

$AAPL $AMZN $FB $MELI etc.

Fintwit cracks and breaks at a 20% drawdown.",2021-07-28 13:28:57+00:00,95832,40,17,287,one truth fintwit reveal stock fall real time none fintwit hold monster winner past decade multiple drawdowns amzn fb meli etc fintwit crack break drawdown,NEGATIVE,0.9807,neu,0.7269,neutral,0.533318698,AAPL
MarketRebels,$AAPL gets a new price target of $168 at Morgan Stanley,2021-07-28 13:20:00+00:00,128565,12,62,368,get new price target morgan stanley,NEGATIVE,0.6578,neu,0,neutral,0.921051502,AAPL
garyblack00,"Investors always ask me why I don’t own $AAPL. It’s a great company with a growing global franchise. AAPL 3Q earnings announced last night beat expectations on every metric. But at 27x FY’22 EPS and just 7% long term growth (3.9x PEG), I’d rather own $GOOGL or $FB at 1.2x PEG. https://t.co/Vov9L4hPZ1",2021-07-28 12:05:06+00:00,85233,21,22,275,investor always ask great company grow global franchise 3q earn announce last night beat expectation every metric 27x fy eps long term growth 9x peg rather googl fb 2x peg,NEGATIVE,0.8347,neu,0.7717,positive,0.625379205,AAPL
jimcramer,"If you sell $SBUX, $MSFT, $AAPL or $GOOGL, or $AMD tomorrow you are selling it because you fear Delta... Ask is that right?? If you say ""yes,"" by all means go...",2021-07-28 02:53:02+00:00,1749049,460,80,1047,sell sbux msft googl amd tomorrow sell fear delta ask right say yes mean go,NEGATIVE,0.9374,neu,-0.128,neutral,0.924588382,AAPL
GerberKawasaki,"Apple $81 bil in rev. Google $61 bil in revenue, growing like a startup. Beat beat beat. $aapl $goog",2021-07-28 00:06:37+00:00,174330,27,34,740,bil rev google bil revenue grow like startup beat beat beat goog,POSITIVE,0.854,neu,0.3612,neutral,0.75728929,AAPL
LiebermanAustin,"$AAPL, $GOOG, $MSFT, and $FB are some of the best businesses the world may ever see. What a time to be alive. 

That’s the tweet.",2021-07-27 22:54:55+00:00,31787,31,41,590,goog msft fb best business world may ever see time alive tweet,NEGATIVE,0.5452,neu,0.7783,neutral,0.911370158,AAPL
jimcramer,of the big surprises tonight i am most impressed with $AMD and then $GOOGL and then $AAPL and then $SBUX,2021-07-27 22:53:33+00:00,1749049,82,14,314,big surprise tonight impress amd googl sbux,POSITIVE,0.999,neu,0.6124,neutral,0.889940143,AAPL
BillDA,"Apple, Google, &amp; Facebook are licenses to print money, at trillion-dollar scale, growing 40-80% YoY, and trading at value multiples. It’s bonkers.

Screaming buys in plain sight at these prices - just do it, then forget about em for 20 years.

$AAPL $GOOG $FB",2021-07-27 22:37:34+00:00,10447,24,31,383,google amp facebook license print money trillion dollar scale grow yoy trade value multiple bonkers scream buy plain sight price forget em year goog fb,NEGATIVE,0.9992,neu,-0.296,neutral,0.899659514,AAPL
jimcramer,"$AMD, $MSFT, $AAPL,$ SBUX, GOOGL are all trading down. ask yourself is that's because they were bad or because we suddenly got very negative and are going to stay that way for a bit!",2021-07-27 21:54:17+00:00,1749049,244,44,594,amd msft sbux googl trade ask bad suddenly get negative go stay way bite,NEGATIVE,0.9994,neu,-0.802,negative,0.75525105,AAPL
squawksquare,The Street saying $AAPL is headed for $3T company and that is crazy. But what is more crazy is that $TSLA is only $600B right now and $1T is in sights and reasonable.,2021-07-27 21:38:46+00:00,25381,12,28,498,street say head 3t company crazy crazy tsla 600b right 1t sight reasonable,NEGATIVE,0.9551,neu,-0.5859,neutral,0.917965889,AAPL
zerohedge,"AAPL net cash down to $72BN, down $91BN from all time high https://t.co/fGXBZ0rOHD",2021-07-27 21:31:49+00:00,1097477,39,46,260,net cash 72bn 91bn time high,NEGATIVE,0.648,neu,0,neutral,0.937136531,AAPL
squawksquare,"Sell $AAPL; buy $TSLA. Apple says the same sh!t every qtr. I've been following them for 10 years and while they can produce cash and revenue, it's a declining growth story and has been. Then you have Tesla growing at 78% and 10 fold on profit. Better bet if you can tolerate vol",2021-07-27 21:26:25+00:00,25381,41,28,464,sell buy tsla say sh every qtr follow year produce cash revenue decline growth story tesla grow fold profit good bet tolerate vol,NEGATIVE,0.9077,neu,0.8126,neutral,0.486165613,AAPL
LMT978,"$AAPL put $21B on the bottom line. $GOOGL $18B, $MSFT $16B...for one quarter. Cash generating machines. $FB $AMZN up next. $QQQ",2021-07-27 21:21:55+00:00,67822,6,41,330,put 21b bottom line googl 18b msft 16b one quarter cash generate machine fb amzn next qqq,NEGATIVE,0.9919,neu,0,neutral,0.927165449,AAPL
MarketRebels,75% of $AAPL Watch buyers in Q3 were new to the product,2021-07-27 21:21:51+00:00,128565,12,22,220,watch buyer q3 new product,POSITIVE,0.9973,neu,0,neutral,0.932034731,AAPL
BrandonButch,"Apple’s Q3 earnings are impressive. $AAPL

Revenue: $81.4B vs. $73.3B estimated (+36.4% Y/Y)

iPhone sales: $39.57B vs. $34.56B estimated

EPS $1.3 vs. $1.01 estimated",2021-07-27 20:43:28+00:00,38154,15,28,391,q3 earn impressive revenue 4b v 3b estimate iphone sale 57b v 56b estimate eps v estimate,POSITIVE,0.5029,neu,0.5106,neutral,0.85138154,AAPL
JoshuaSwingle,"$AAPL Apple earnings are out. $81.4 billion in revenue, a new June quarter record (up 36% YoY). 

- iPhone: $39.57 billion 
- Mac: $8.24 billion
- iPad: $7.37 billion
- Wearables, Home and Accessories: $8.78 billion
- Services: $17.49 billion https://t.co/ddEXJm1ID0",2021-07-27 20:42:02+00:00,1997,10,77,594,earn billion revenue new june quarter record yoy iphone billion mac billion ipad billion wearable home accessory billion service billion,POSITIVE,0.9772,neu,0,neutral,0.887677968,AAPL
Investingcom,"⚠️BREAKING:

*APPLE CRUSHES EARNINGS EXPECTATIONS WITH IPHONE SALES SURGING NEARLY 50%

$AAPL https://t.co/FPkcu9d9Ef",2021-07-27 20:37:42+00:00,593919,20,66,465,break crush earn expectation iphone sale surge nearly,POSITIVE,0.5843,neu,-0.1531,positive,0.539056599,AAPL
9to5mac,"Apple (AAPL) reports record Q3 2021 earnings: $81.4 billion revenue, up 36% YOY https://t.co/kWupgGkIQ8 by @ChanceHMiller",2021-07-27 20:34:00+00:00,673887,5,52,247,report record q3 earn billion revenue yoy,POSITIVE,0.5967,neu,0,positive,0.549177468,AAPL
LiveSquawk,"$AAPL | Apple Q3 Earnings
 - Q3 Adj. EPS $1.30 ($1.01)
 - Q3 Revenue $81.40B (est $73.82B)
 - Q3 iPhone Revenue $39.57B (est $34.56B)
 - Q3 Service Revenue $17.49B (est $16.32B)
 - Declares A Cash Dividend Of $0.22/Share",2021-07-27 20:33:48+00:00,210353,13,113,332,q3 earn q3 adj eps q3 revenue 40b est 82b q3 iphone revenue 57b est 56b q3 service revenue 49b est 32b declare cash dividend share,POSITIVE,0.8377,neu,0.296,neutral,0.934662819,AAPL
