,Username,Tweet,Datetime,Number of Followers,Number of Comments,Number of Retweets,Number of Likes
924,cameron,"Remember when Forest Gump said ""he don't have to worry about money no more"" because he got invested in ""some kinda fruit company""? 

He was referring to Apple $AAPL in 1994, pre-iPod, pre-iPhone, etc...that's #Bitcoin today. So much more left to go. 

https://t.co/bQMPyQ0JuW",2021-03-02 17:27:16+00:00,597498,139,214,1808
925,GerberKawasaki,Very thorough and entertaining investment conversation with @realMeetKevin today. Definitely check this out. “Bitcoin &amp; Tesla vs All Investments: $1.8 BILLION AUM w/ Ross Gerber” https://t.co/Yywi5Q11KM via @YouTube $tsla #tesla $gme $nvda $aapl $pton $atvi,2021-03-02 04:41:42+00:00,174342,71,40,544
926,WarlusTrades,"Markets look strong today!! $SPX $ES_F

Expecting upward momentum to continue through the week...

Seeing a lot of potential at $AAPL at current levels; looking to enter long tomorrow (Attempt 2)

Projection details and my EXACT trade plan are shown on the chart below 👇👇 https://t.co/wAGcDXBNTF",2021-03-02 00:14:00+00:00,55450,40,50,498
927,HeroDividend,"5 stocks I am holding for 10+ years🤩

$WM ♻️
$DLR 🏙
$HD 👷🏻‍♂️
$AAPL 🍎🍏
$AMZN 🎁🛍

What are your 5?

👇🏻",2021-03-01 21:25:23+00:00,31095,48,17,223
928,cameron,"$AAPL had cash (and equivalents) of $36B, marketable securities of $41B, and non-current marketable securities of $118B at end of 2020. So around $195B investment portfolio. A 1% investment into #Bitcoin would be a $1.95B purchase. Just the beginning. https://t.co/jO8YlP2iqs",2021-03-01 16:01:31+00:00,597497,165,168,1380
929,MarketRebels,$AAPL notes that all US stores are now open for the first time since March 2020.,2021-03-01 15:39:18+00:00,128604,5,37,269
930,DeItaone,"APPLE INC - ALL APPLE U.S. STORES ARE OPEN AS OF TODAY FOR THE FIRST TIME SINCE MARCH 2020
$AAPL",2021-03-01 15:27:26+00:00,380432,18,259,1700
931,Ryurku_ore,"$LUV 国内線は早く回復
$TWTR Next GAFAM
$SQ PoS需要回復期待
$DIS リカバリー
$DKNG スポーツ需要回復で↑
$LYFT リカバリー
$ENPH 再エネの雄＆国策
$FUTU 投資ブームの本命
$ETSY 神すぎる決算
$WISH 割安放置
$PTON 下げすぎの神
$FUBO LIVEのダークホース
$NIO 国策
$GE 工業株本命
$AAPL 神",2021-03-01 12:51:13+00:00,6562,2,59,567
932,stocktalkweekly,"The last time @LucidMotors CEO Peter Rawlinson smirked like this, he was asked about the $CCIV merger. 

I'm not sure who he could be referring to as ""Silicon Valley... big company"" that is interested in an EV, besides $AAPL 

I'm sure $AAPL regrets missing out on $TSLA years ago https://t.co/gytIX5Xf6B",2021-03-01 03:49:18+00:00,81676,22,39,314
933,The_RockTrading,Like I’ve mentioned. AAPL and lucid would make a interesting partnership. $CCIV https://t.co/5qiwXm5iD2,2021-03-01 03:45:16+00:00,110669,28,34,309
934,spac_culator,"$CCIV and $AAPL autonomous car. Here are the big clues @LucidMotors CEO dropped. He was about to say Apple but stopped his chatty lips. But he did grin. Too bad, the moderator wasn’t paying attention and didn’t probe deeper. @alexcutler247 @ChrisRandone @wsbmod https://t.co/FcorpZJZuD",2021-03-01 02:22:13+00:00,833,95,239,1333
935,BullInvestors,Get this tweet famous  $amc $gme $sndl $nio $tsla $aapl $amzn https://t.co/iiFwNoTHRo,2021-03-01 01:28:58+00:00,272,24,138,543
936,TikTokInvestors,"Me watching on my $1,300 keyboard-less email machine. $MSFT $AAPL https://t.co/EX6e18sNOp",2021-03-01 00:26:03+00:00,150188,56,187,1115
937,LuisMiguelValue,"La inversión en $AAPL y el poder de las recompras por Warren Buffett.

Todo extraído de la carta que se publicó ayer:

""Comenzamos a comprar acciones de Apple a finales de 2016. A principios de julio de 2018 ya poseíamos algo más de mil millones de acciones de $AAPL.

¡Abro hilo! https://t.co/P6XOZYo6lb",2021-02-28 17:59:00+00:00,35689,7,52,265
938,biancoresearch,"BTC's pattern is typical of disruption.

1980 $AAPL went public.  It had a 20x gain by 1982 and Jobs was on the cover of TIME .  It was indeed a transformational technology.

But as the chart shows, for the 20 YEARS an investor had NO GAINS and 5 drawdowns of 68% to 82%!

(2/3) https://t.co/OaSs7ESY7n",2021-02-28 16:35:13+00:00,128875,10,39,292
939,CapitalObserver,On Friday Cathie sold $AAPL and $FB to buy more $PLTR. She has been doing this for thee past 2 weeks. Significantly raising the risk of the portfolio with the S&amp;P 500 less than 4% off all time highs. What happens to her in a bear market?,2021-02-28 15:38:23+00:00,10161,146,39,483
940,Investingcom,"*Buffett upbeat on U.S. and Berkshire, buys back stock even as pandemic hits results - https://t.co/fFBaKbwN34 

$BRKA $GM $VZ $AAPL $KO $KHC $BAC $AXP https://t.co/OpJnHhQfok",2021-02-28 13:35:00+00:00,594071,4,33,204
941,daniel_toloko,"Warren Buffett turned 90 a few months ago and he's still schooling all of us 

Legendary Investment in Apple $AAPL 👇 https://t.co/FMYWFNxeOV",2021-02-27 13:47:59+00:00,6024,43,110,966
942,khrissy8,"Have a good weekend everyone. We're back at it on Monday! 

$ZOM $SNDL $GME $TLRY $APHA $TSLA $PLTR $AMC $BB $CRSP $AAPL $DIS $HYLN $OCGN $SPCE $AMD $MVIS $NIO $ZOM $WISH $NOK $AMZN $NVDA $DKNG $DOGE $BTC $CCIV https://t.co/Tv8P40JkW7",2021-02-27 00:56:57+00:00,199,27,54,341
943,ArkkDaily,"Cathie Wood &amp; @ARKInvest trade activity from today 2/26

$SHOP $TDOC $GOOGL $SQ $PLTR $TWTR $BIDU $TSM $SNAP $ICE $PINS $REGN $ROKU $AMZN $AAPL $SPOT $PYPL $OPEN $JD $FB $CRM $BABA $TCEHY https://t.co/QULKRZK2z4",2021-02-27 00:02:08+00:00,77057,24,49,328
944,TrungTPhan,"Shaq made $300m in his career and his portfolio is insane:

*17 Auntie Anne’s Pretzels franchises
*40 24-Hour Fitness gyms
*150 car washes
*~155 Five Guys locations 
*$10m stake in Papa John’s 
*90s stake in $AAPL
*Sacramento Kings minority ownership",2021-02-26 17:15:58+00:00,202550,12,34,465
945,BitcoinIsSaving,"$AAPL owns zero #bitcoin.

We are still so early.",2021-02-26 15:23:55+00:00,193530,35,59,1047
946,timothysykes,"To those giving me tips, no, your junk penny stock isn't curing cancer, finding billions worth of gold, the next $TSLA $AMZN $MSFT $NFLX $AAPL $PYPL or a replacement for #bitcoin these are just promoter schemes to lure in newbies with big dreams but will ALL FAIL just like always",2021-02-26 14:11:51+00:00,305573,26,31,209
947,michaelsantoli,"They said it couldn't be done: 

The Big Five that make up 20% of S&amp;P 500 (AAPL. MSFT, AMZN, GOOGL, FB) are down an average 12% from their high. S&amp;P itself off just 3%.

Bumpy market now comes as cyclical groups look extended/expensive. 

Re-rotation, or more broadly corrective?",2021-02-26 13:24:47+00:00,78814,41,36,246
948,TheMarketDog,"$ARKK $ARKG update

I think @CathieDWood  is blowing up her fund

Sold her most stable cos

$AMZN 25%
$AAPL 18%
$CRM 100% ($100M)
$RGN 6%
$NVS
$TSM 33%

Added on her biggest overvalued

$TSLA down to 6% of port. from 9% despite buying 

Adding $TDOC $SQ $BEAM $TWTR https://t.co/an4SYLliSc",2021-02-26 02:03:41+00:00,7819,84,66,429
949,Dividend_Dollar,"Wow @CathieDWood and team were BUSY today

Big Buys today

$BIDU $149.1M
$TDOC $128.3M
$SQ $22.9M
$PYPL $22.0M
$TSLA $16.4M
$SHOP $9.7M
$SPOT $9.3M
$OPEN $8.8M
$SKLZ  $5.7M

Big Sold Positions

$ROKU $91M
$BABA $90.6M
$PINS $70.1M
$SE $41.2M
$AMZN $29.8M
$CRM $23.3M
$AAPL $5.7M",2021-02-26 00:20:30+00:00,29220,24,54,383
950,ABedYouSleepOn,"Every time I buy a company 

$nio $tsla $aapl $cciv https://t.co/uk0y5E28Fl",2021-02-25 03:29:57+00:00,538,32,69,549
951,The_RockTrading,"$AAPL Partners with @LucidMotors some point down the road. (IMO) could put a dent in $TSLA. 

I’m just gonna put that out there. Comment below I’d like to hear your thoughts.",2021-02-25 00:15:03+00:00,110669,150,46,616
952,SuperDuperInvst,"$AAPL should have bought out Lucid Motors for between $20 bln - $50 bln. Apple has been trying to develop EV for last 10 yrs. God knows where they stand. Lucid can be head on competition for #Tesla $TSLA
May even have better vehicles based on what I'm seeing &amp; hearing imo
#SupDup",2021-02-24 20:31:09+00:00,59177,36,16,218
953,carlquintanilla,"Steve Jobs would have turned 66 today. Here he is predicting cloud-based work in ... 1990.

(via @ValaAfshar) $AAPL
https://t.co/fFmkoxwZ1n",2021-02-24 15:34:21+00:00,315104,26,251,926
954,Anago_in_EU,"半導体ファウンドリ各社の比較 $TSM Samsung $UMC $SMIC $TSEM

書いてて改めて $TSM の強さにドン引き、生産キャパ、売上規模、そして驚異の利益率 (粗利53% 営業利益42%)

ちなみに顧客の $AMD $NVDA $AAPL も驚異の収益力でつまり登場人物全員勝ち組

三星の猛追に期待

 https://t.co/YgyA7o2sFf",2021-02-24 09:00:02+00:00,8060,6,53,238
955,khrissy8,"$ZOM $SNDL $GME $TLRY $APHA $TSLA $PLTR $AMC $BB $CRSP $AAPL $DIS $HYLN $OCGN $SPCE $AMD $MVIS $NIO $ZOM $WISH $NOK $AMZN $NVDA $DKNG $DOGE $BTC $CCIV

The stock market got me like: https://t.co/AloIe0jwZt",2021-02-24 01:57:46+00:00,199,66,254,1563
956,ArkkDaily,"Cathie Wood &amp; @ARKInvest trade activity from today

Bought: Twitter $TWTR Tesla $TSLA Spotify $SPOT Facebook $FB $DISCA $OPEN $MASS $SGFY $BFLY $ACCD $RPTX $U $TXG $BEAM $FATE $VUZI $EXPC $RAVN

Sold: Amazon $AMZN Apple $AAPL $SPLK $TMO $HIMS $GOOGL $Z $TCEHY $ROKU $SE $TSM $CRM https://t.co/7H1w2nwK2g",2021-02-24 00:52:11+00:00,77058,32,71,428
957,BahamaBen9,"- Updated portfolio top 30 positions in order;

$RDFN $SQ $TSLA $SHOP $PTON $CLPT $TWLO $TDOC $SE $ROKU $PINS #BTC $MELI $TTD $AAPL $DOCU $CRWD $CRM $AMZN $STNE $DKNG $ADYEY $ZS $ETSY $MGNI $NOW $HAAC $WDAY $PYPL $SPOT",2021-02-24 00:15:07+00:00,44793,31,38,298
958,HeroDividend,"Apple is planning for a dividend increase!🍎

$AAPL",2021-02-23 18:11:04+00:00,31094,45,63,792
959,garyblack00,"I’ve updated my $TSLA P/E-vs-5yr growth valuation chart. At $690, $TSLA trades at just 1.3x PEG, tied for 2nd lowest with $GOOGL behind $FB, which trades at 1.1x.

R1000G PEG is now 1.9x, and S&amp;P 500 is at 3.1x (2022 P/E 21.4x vs 7% growth). $AAPL looks expensive at 3.4x. https://t.co/XOQDIip8e7",2021-02-23 16:22:08+00:00,85234,49,80,747
960,michael_saylor,"#Bitcoin is the dominant digital monetary network.  It reached a $1 trillion market cap faster than $AAPL, $AMZN, $GOOG, or $MSFT, and it is inevitable that billions of people will rely on it to store &amp; channel their monetary energy. https://t.co/k9fXI7ZCGz",2021-02-23 14:04:48+00:00,1623992,206,1075,5720
961,CalebGregory304,"Good companies are on sale: 🚨

$TSLA $900 ➡️ $675
$TDOC $308 ➡️ $253
$SQ $283 ➡️ $253
$AAPL $145 ➡️ $123

Be prepared!",2021-02-23 13:54:33+00:00,26423,21,81,616
962,Nasi7atReem,"فتحت لابنتي اكاونت في تطبيق MarketSim 
وهي اختارت ثلاث شركات AAPL DIS TSLA  تركت المذاكرة ومركزة على الشاشة. 

يوم هبطت تسلا، تقول: 
mama, TSLA is bad, I wanna sell it 😂 https://t.co/An3WzyeZio",2021-02-22 15:00:15+00:00,29496,23,20,322
963,PrintingProfit,"Seeing some beautiful risk-reward setups!😍

E-🌊 Counts:
$LULU to 436.40
$CRM to 326.50
$AAPL to 183.00
$BNGO to 22.00

The market is providing so much opportunity! Please remember, you don't need to win every trade. Maintain proper risk-reward, and you can be PROFITABLE!🚀 https://t.co/6B9lE5sQX6",2021-02-21 22:43:46+00:00,9467,23,72,419
964,Saeed_AJ,"إذا كنت ترغب بالاستثمار في شركات النمو القوية بأقل مخاطرة فهذا أحد أفضل الصناديق المتداولة للنمو.

الرمز: $IVW
الرسوم: ٠.١٨٪
عائد ٥ سنوات: ١٤٠٪
متوسط العائد السنوي (١٠ سنوات): ١٦.٢٨٪
إجمالي الأصول: ٣٢.٥$ مليار
أكبر ٥ شركات في الصندوق: $AAPL $MSFT $AMZN $FB $GOOGL https://t.co/qkEPNfDD62",2021-02-21 18:17:29+00:00,66512,14,57,971
965,StockDweebs,"My top 10 stock picks this upcoming week:

1. $FUBO - 15.5%
2. $NNDM -15.9%
3. $NIO - 9.7%
4. $SPWR - 9.5%
5. $WISH - 10.4%
6. $CLOV - 11.5%
7. $DKNG - 6.9%
8. $F - 4.5%
9. $AAPL - 2.9%
10. $AMD - 4.3%

Analysis 💪--&gt; https://t.co/MlBzz6PQaM

Video 📺--&gt; https://t.co/ecLqAOFZjw",2021-02-21 14:00:01+00:00,180453,180,228,2028
966,WarlusTrades,"$AAPL looks wonderful here... 😍 😍 

If current projection holds, $AAPL could see $175+ by Mid April!

If we break below $125, the projection will be invalidated.

My EXACT trade plan to capitalize on this opportunity is shown on the chart below.

Have a Great Weekend Everyone!! https://t.co/kxR6tJJTyD",2021-02-21 00:14:00+00:00,55450,106,121,1119
967,DCDOWORK,"Bitcoin $57,000 I sold 6 full Bitcoin for my house, do I regret it? No. But I learned my lesson. Never sell out of something completely if you believe in it. I do love my mortgage free, debt free life tho. Long $NIO $TSLA $AAPL",2021-02-20 12:28:31+00:00,15803,15,9,255
968,LuisMiguelValue,"MEGAHILO sobre el posicionamiento de los mejores inversores del mundo a través de la información suministrada en los 13F sobre el Q4.

Primero Warren Buffett

TOP 5

1) Apple ( $AAPL )
2) Bank of America ( $BAC )
3) Coca Cola ( $KO )
4) American Express ( $AXP )
5) Kraft ( $KHC ) https://t.co/uM7jbGEpTU",2021-02-20 11:14:18+00:00,35689,31,267,1067
969,heihachiro888,"時価総額1兆ドルに達するまでかかった年数:

BTC:            12年

GOOGL:     21年

AMZN:        24年

AAPL:          42年

MSFT:          44年",2021-02-20 07:55:22+00:00,35758,2,128,735
970,DCDOWORK,If you hate #China Throw your $AAPL phone in the garbage and burn half the shit in your house. If we didn't have China you would be paying $50 for a T shirt right now. Many ignorant people don't get it. I see so much racist shit on Twitter all day long. This is the problem. $NIO,2021-02-19 23:52:54+00:00,15803,32,23,271
971,Investingcom,"*APPLE IN TALKS WITH LIDAR SUPPLIERS FOR SELF-DRIVING CAR

*APPLE CAR PROJECT REMAINS SEVERAL YEARS FROM LAUNCH

$AAPL $TSLA https://t.co/CEgEhnh1IP",2021-02-19 16:34:04+00:00,594088,9,34,220
972,Dividend_Dollar,"A Diversified portfolio is like picking a stocks from these various buckets

High-Yield
$ABBV
$MO
$VZ

Dividend
$KO
$JNJ
$WMT

Dividend Growth
$V
$AVGO
$SBUX

REIT
$O
$STOR
$DLR
$IRM

Big Tech
$AMZN
$AAPL
$GOOGL

Growth
$ROKU
$SQ
$SHOP

Small/Mid-Cap Growth
$RDFN
$MWK
$LMND
$DMTK",2021-02-19 14:45:03+00:00,29220,22,68,379
973,EliteOptions2,"$AAPL has dropped 12% since touching 145 on January 25th. I see a strong support area in the 128-130 range. AAPL can start to bounce if it can reclaim 130. I see AAPL moving back towards 145+ in March

Swing trade idea listed below! ✅ https://t.co/KUvkpOW8BL",2021-02-19 01:33:06+00:00,81389,21,41,367
974,BackpackerFI,"My favorite companies in other key secular trends-

Genomics 🧬 $EXAS $CRSP $NVTA
Gaming 🎮 $SKLZ $TTWO
Gig Economy 👨🏻‍💻 $FVRR $ETSY
Air mobility 🚁 $ACIC $RTP
3D Printing 🖨 $NNDM $DM $SSYS
Crypto 🪙 $BTC $SI $MARA
AdTech 📺 $TTD $ROKU
Fitness Tech 🚴 $PTON $AAPL
5G📱$MRVL $AMBA",2021-02-18 22:51:51+00:00,55489,33,63,499
975,teslaownersSV,"Market caps

1. Apple $AAPL - $2.2 trillion
2. Microsoft $MSFT - $1.8T
3. Saudi Aramco - $1.8T
4. Amazon $AMZN - $1.6T
5. Alphabet $GOOGL - $1.4T
6. #Bitcoin  - $970 billion
7. Tencent $TCEHY - $920B
8. Facebook $FB - $780B
9. Tesla $TSLA - $765B
10. Alibaba $BABA - $730B",2021-02-18 22:02:59+00:00,154477,11,33,220
976,FiSavvyDad,"Don’t know what to invest in?

Think about the products &amp; services you use each day

From the moment you wake up ⏰

You:

Check your phone $AAPL

Eat breakfast $K

Drive to work $F $TSLA

Listen to a podcast $SPOT

Stop for a coffee $SBUX

Sit at your desk $MSFT

What I miss? 👇",2021-02-18 20:39:54+00:00,7931,63,60,254
977,TD_Investor,"INDIVIDUAL STOCKS FOR BEGINNERS

$BABA 
$GOOGL
$AMZN
$AAPL
$DIS 
$FB
$GM
$MSFT
$NFLX
$NIO
$CRM
$SNOW
$SHOP
$TSLA 
$U

This is my picks for beginners. 

What would you add or take away?

Open for criticism.",2021-02-18 17:13:23+00:00,23288,119,67,554
978,tradingview,"Market caps

1. Apple $AAPL - $2.2 trillion
2. Microsoft $MSFT - $1.8T
3. Saudi Aramco - $1.8T
4. Amazon $AMZN - $1.6T
5. Alphabet $GOOGL - $1.4T
6. #Bitcoin - $970 billion
7. Tencent $TCEHY - $920B
8. Facebook $FB - $780B
9. Tesla $TSLA - $765B
10. Alibaba $BABA - $730B",2021-02-17 23:18:06+00:00,318129,57,397,1513
979,DecadeInvestor,"🍏 $AAPL pays you $0.82 annually/share

💳 $V pays you $1.28 annually/share
 
☕️ $SBUX pays you $1.80 annually/share 

🧰 $LOW pays you $2.40 annually/share

💊 $JNJ pays you $4.04 annually/share 

And the best part about this?

You do NOTHING to earn this

That is passive income",2021-02-17 20:30:00+00:00,33235,13,46,234
980,JohnGalt_is_www,"Después de operar altcoins una semana, agarrás $AAPL y se parece a $COME 🤣",2021-02-17 18:11:36+00:00,34947,25,27,428
981,squawksquare,$AAPL today after seeing how much $TSLA made on their #bitcoin trade and realizing they once again missed an opportunity because of Cook's inability to spend their war chest on anything but iPhone color changes. https://t.co/6cYb717kek,2021-02-17 12:37:13+00:00,25387,18,24,288
982,DividendGrowth,"Berkshire Hathaway initiated positions in:

- Verizon $VZ
- Chevron $CVX
- Marsh &amp; McLennan $MMC

They added to:
- Kroger $KR
- Abbvie $ABBV
- Bristol Myers Squibb $BMY

Sells all of:
- JP Morgan $JPM
- M&amp;T Bank $MTB
- Pfizer $PFE
- Barrick $GOLD

Trimmed Apple $AAPL and $WFC",2021-02-16 22:20:48+00:00,81615,29,79,562
983,ForexLive,Apple $AAPL is now 43% of Berkshire Hathaway's portfolio. Not bad for a guy who doesn't like tech.,2021-02-16 21:28:19+00:00,276923,17,48,357
984,RJRCapital,"Uncle Warren been dumping 

$AAPL $GM $PFE $JPM",2021-02-16 21:20:42+00:00,8470,22,20,244
985,LynAldenContact,Apple $AAPL at this valuation running into higher Treasury yields could get interesting. https://t.co/ife8RoU76E,2021-02-16 17:44:29+00:00,269065,44,59,679
986,BarbaraCormac,"A one-off investment of $100,000, on March 17th 2020, into the following, would today be worth:

$TSLA $932,000
$BTC $783,000
$AAPL $221,300 https://t.co/Dy4Xoji3Ug",2021-02-16 16:44:34+00:00,9693,20,58,416
987,WSBConsensus,Apple ( $AAPL ) ApplePay reportedly now supports Bitcoin ( $BTC )  payments,2021-02-16 01:24:33+00:00,49828,16,91,503
988,PandaOptions,"Pandas Weekly Watchlist 🐼

$AAPL 140c over 138, 132p under 133.50
$TWLO 450c over 438, 410p under 414.40
$DOCU 270c over 264, 235p under 242
$MRNA 195c over 189, 170p under 177
$FUBO 50c over 48, 40p under 42.80
$SE 285c over 278, 255p under 260",2021-02-15 23:00:29+00:00,32730,8,27,243
989,BackpackerFI,"I bought $AMZN after AWS launch, still made lots of $

Bought $AAPL way after their first iPhone launch, made tons still

It’s really never too late to get into great, quality companies when you have a long term horizon",2021-02-15 16:32:09+00:00,55523,21,41,546
990,TheAlphaThought,"What portfolio are you taking?

#1 - Income
$ABBV
$O
$WMT
$SPG

#2 - Value
$JNJ
$GM
$PG
$DIS

#3 - Growth
$AAPL
$SQ
$TSLA
$ARKK

#4 - Capital preservation
$VOO
$QYLD
$VIG
$VYM

#5 - YOLO
$AMC
$GME
$BB
$NOK

#6 - Crypto
$BTC
$ETH
$DOGE
$LTC",2021-02-15 13:58:28+00:00,24548,133,105,502
991,packyM,"What if I told you that startups and public tech companies aren't overvalued today, but that they've been undervalued for a decade?

Taking a look at the impact of $AAPL breaking $1T, the Price/FAAMG ratio, and the probability that cos are the next $AMZN.

https://t.co/Ge0jDac7gu",2021-02-15 13:54:59+00:00,80090,21,19,202
992,StockzNCrypto,"If I was beginning a stock portfolio right now 2021 the first 10 things I would buy would be:  

$TSLA 
$NIO
$PLUG 
$BTC
$RIOT 
$MARA
$FCEL
$AAPL
$PYPL
$SQ",2021-02-15 07:30:22+00:00,24602,90,153,1075
993,shonkori,"⚡️ In a troubling turn of events @YouTube disables @ScottAdamsSays live stream after Scott says “Biden should be impeached for fine people hoax.”
YouTube is owned by $GOOG part of the SoCal #censorshipcartel that includes $FB $TWTR $AAPL $AMZN
#HappyValentinesDay 🌹",2021-02-14 16:12:27+00:00,550,22,292,1151
994,TheAlphaThought,"Get paid dividends every month of the year with this portfolio of only 3 stocks.

1) Nike
2) Apple
3) McDonald's

Jan - $NKE
Feb - $AAPL
March - $MCD
April - $NKE
May - $AAPL
June - $MCD
July - $NKE
Aug - $AAPL
Sept - $MCD
Oct - $NKE
Nov - $AAPL
Dec - $MCD",2021-02-14 13:38:22+00:00,24551,21,141,765
995,profplum99,"“Buy more AAPL. Yes, seriously” https://t.co/GLgfKO2qI9",2021-02-14 12:40:52+00:00,61668,16,9,325
996,jicchamatome,"👴ビデオサマリー(2/14)
- $TERN: 注目のバイオ銘柄
- $ZM: グロース銘柄で一番いいタイミングだと思う、買い増しOK
- $NCNO: $CRM が買い集めてるから面白いかも
- $AAPL: 決算○で見通し○、サブスク売上も伸びてる、 $FB とのバトルは $AAPL が優勢
- $AFRM: 決算○、良い銘柄、どこかで仕掛けたい",2021-02-14 11:44:08+00:00,105375,12,82,1016
997,Canny4,"If ur struggling, trying trading bigger slower stocks like AAPL MSFT BABA or even the index ETFs. If u can’t trade those, what makes u think u can trade shit that has 5x the volatility and is 10x harder to make consistent money trading.  Crawl, walk, run.  Think about it.....",2021-02-14 03:17:14+00:00,66671,49,121,1215
998,DontFeedBear,"HERE WE GO!!!

Stock Picks:
$AAPL
$ZM
$NLS
$PLUG

Earnings:
$SAM
$PLTR
$WMT

Honorable Mention:
$CRM
$TLRY
$MU
$XLNX

https://t.co/NHTKbT6vYl

https://t.co/ZwwrsuaNxJ",2021-02-14 03:00:01+00:00,10251,21,42,317
999,jicchamatome,"👴注目 これまでの好決算銘柄一覧
$TSM $BLK $JPM $GS $MS $PG $INTC $NFLX $AMD $MSFT $JNJ $AAPL $FB $TEAM $BABA $UPS $GOOG $BMY $PYPL $PINS $U $PTON $LYFT $TWTR $SONO $AFRM $DIS $VIRT $AMZN
*好決算の条件: EPS・売上高・ガイダンスの3つ全てが市場予想を超えた",2021-02-14 01:48:16+00:00,105375,9,89,957
1000,RampCapitalLLC,Bought the new iPhone 12 Pro and may also get a MacBook Air. Keep an eye on $AAPL on Tuesday to see if it pops on the news.,2021-02-14 00:40:00+00:00,258671,84,30,1642
1001,Dividend_Dollar,"There are often 2 types of people

Person 1: 

Buys EVERY new📱
Leases a new high priced🚗every 3 years
Obsessed with🛍️
Has Amazon📦show up daily
Has💳debt

Person 2:

Buys stock in $AAPL
Buys stock in $TSLA $NIO
Buys stock in $SFIX $NKE
Buys stock in $AMZN
Buys stock in $V $MA",2021-02-13 17:05:00+00:00,29274,44,56,395
1002,StuSim,"Portfolio Unrealized Gains:

$TSLA 1854%
$NVDA 662%
$AAPL 542%
$MSFT 476%
$V 215%
$LMND 149%
$GOOGL 128%
$AMZN 105%
$FB 100%
$ESTC 65%
$TWLO 52%
$CRWD 28%
$ESPO 19%
$FSLY 12%
$AONE 6%

Have trimmed: $TSLA $NVDA $MSFT $V $FB",2021-02-13 04:59:13+00:00,5919,20,17,304
1003,RampCapitalLLC,Imagine owning $APPL instead of $AAPL https://t.co/ABno36f5MO,2021-02-13 00:39:15+00:00,258786,56,54,1459
1004,puppy_trades,"Apple is now an E-cash company, an electric vehicle company, a 5G company, and is producing revolutionary semiconductors

And they said all the innovation left with Steve Jobs lol

$AAPL is going to 180+ this summer and 152 in the next 3-4 weeks, let’s see it hold 127-130 for now https://t.co/IOLRzooBM9",2021-02-12 18:56:32+00:00,27117,46,80,583
1005,scoinaldo,"$BTC about to pull a $TSLA

$ETH about to pull an $AAPL

$DOT about to pull an $AMZN

$LINK about to pull a $GOOGL

$XRP about to pull a $GME",2021-02-12 11:12:28+00:00,127494,249,511,3362
1006,PeterLBrandt,This is the famed “five mounted soldiers” chart pattern $AAPL https://t.co/N4NPXvPUg1,2021-02-12 02:34:13+00:00,570227,72,45,321
1007,traderstewie,"Market is putting the big FANG names on the back burner for now. 

The ""apetitite"" is in the momentum stocks i.e. Pot stocks, SPACs, EV, Renewable energy plays etc 

$AAPL, likely to just tread water for now. https://t.co/dxBSmp0pHg",2021-02-10 21:43:29+00:00,330347,16,22,281
1008,BusinessFamous,"""But I don't know what to invest in""

Look around your house.  Start by looking into the companies whose products you use everyday:

💡 $ED
🧴 $PG
🗑️ $WM
🩹 $JNJ
💉 $PFE
🧻 $KMB
📱 $AAPL
🖲️ $NVDA
🖥️ $MSFT
📞 $VZ, $T
🥤 $KO, $PEP
🔨 $HD, $LOW
🛍️ $WMT, $TGT, $AMZN",2021-02-10 20:11:14+00:00,33775,38,113,473
1009,Investingcom,"*APPLE PARTNERS W/ TSMC FOR ULTRA-ADVANCED DISPLAY TECH: NIKKEI

$AAPL",2021-02-10 04:47:25+00:00,594304,3,38,244
1010,chrisgrayson,"Patently Apple has revealed new IP: Apple advances their Future Biomedical Smartglasses and VR Headset that is Mind Boggling in Scope.

SEE: https://t.co/hs14bFuoNj
at @PatentlyApple | #SmartGlasses #AR #AugmentedReality $AAPL

Patent PDF: https://t.co/4gy0Y8b6NV https://t.co/XVcWkTvjve",2021-02-10 01:59:13+00:00,6768,12,95,314
1011,QuisitiveInvest,"Storage cost for 2TB of Data:

Dropbox - $11.99/mo
Apple - $10/mo
Google - $8.50/mo
AWS S3 - $46/mo

What gives? When are these cloud guys going to lower storage costs? Its been 8+ yrs since price cut and storage prices are like 10% of what they were then

$AMZN $GOOG $AAPL $DBX",2021-02-10 01:09:26+00:00,21675,50,36,352
1012,NIONenad,"A NIO house is basically an Apple store, but cars. Just sayin’...

$NIO $AAPL",2021-02-09 20:04:15+00:00,6202,14,27,241
1013,carlquintanilla,"Trump’s famous Apple plant tour, as told in the @BW profile of @tim_cook: 

$AAPL 
https://t.co/ElmnvrHxrc https://t.co/EhDkhys6Ou",2021-02-09 17:40:55+00:00,315135,25,62,243
1014,AmandaCerny,"Why is it that if $aapl gets into crypto, it’ll boost the stock price- but when $tsla announced $btc it went dippidy-doo-dahh?",2021-02-09 17:24:42+00:00,1142209,45,37,1060
1015,BusinessFamous,"💰💰💰

$1000 of $AAPL earns $5.90 dividends/year

$1000 of $PEP earns $28.50 dividends/year

$1000 of $KO earns $33.00 dividends/year

$1000 of $MPW earns $49.40 dividends/year

$1000 of $RYLD earns $106.70 dividends/year

Do you buy from the top of this list or the bottom?",2021-02-09 16:50:41+00:00,33775,94,135,818
